FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2027 Bond Fund,2021-03-16,Ford Motor Co.,349591,9690,255153349.36,431.33,470.97,938.83
Sustainable Retail Fund,2020-07-13,"Beyond Meat, Inc.",584425,3995,448320523.75,709.43,686.26,770.08
Equity Diversified Selection Fund,2017-09-03,Google LLC,998947,-9710,53112368.03,694.08,412.67,56.3
Sustainable Retail Fund,2021-07-09,"Tesla, Inc.",34798,8562,456697440.38,132.96,480.52,466.84
Community Savings Bond Fund,2020-12-15,"Walmart, Inc.",413616,538,41138482.36,147.16,976.47,823.69
Fixed Maturity 2025 Bond Fund,2019-06-29,Chevron Corp.,11871,-6515,352243913.47,597.92,125.43,803.71
Impact Credit Strategies Fund,2018-09-03,"First Solar, Inc.",820506,5585,145051425.29,952.58,242.59,638.46
Equity Diversified Selection Fund,2021-09-30,"Facebook, Inc.",196937,-8159,433265229.04,177.78,99.12,817.37
Global Short Term Credit Fund,2018-01-01,JPMorgan Chase & Co.,293603,-6912,374408974.14,36.46,498.92,696.43
Impact Credit Strategies Fund,2022-03-08,"First Solar, Inc.",651255,4992,170930220.79,516.86,510.35,884.61
International Fixed Duration Fund,2018-06-13,Ping An Insurance (Group) Co. of China Ltd.,583304,4652,102403227.15,79.52,556.87,778.93
Community Savings Bond Fund,2018-04-27,Nestlé SA,643185,6895,479841384.14,401.78,628.13,491.51
Global Cross Asset Fund,2019-01-30,Alibaba Group Holding Ltd.,48637,4124,158946864.55,654.31,890.51,148.1
Community Savings Bond Fund,2021-06-23,Procter & Gamble Co.,491050,-8105,173402971.94,796.97,199.76,929.19
Impact Credit Strategies Fund,2021-02-10,"SolarEdge Technologies, Inc.",428832,-6306,130031580.66,832.72,401.17,493.33
Sustainable Retail Fund,2017-03-16,"The Hain Celestial Group, Inc.",209538,7789,478877243.51,659.3,692.94,163.6
Equity Diversified Selection Fund,2021-05-26,Google LLC,457295,-5934,233141686.68,438.02,751.59,805.23
Fixed Maturity 2027 Bond Fund,2021-05-09,Toyota Motor Corp.,515704,9469,220054328.61,316.78,491.9,39.72
Equity Diversified Selection Fund,2022-09-29,"Netflix, Inc.",293248,-588,479530519.59,731.85,819.52,319.53
Target Maturity 2029 Bond Fund,2018-12-17,"Apple, Inc.",373746,9995,195629996.93,771.82,743.2,746.81
Target Maturity 2029 Bond Fund,2019-11-27,"Apple, Inc.",625601,3593,265026346.45,772.14,928.04,654.6
Community Savings Bond Fund,2021-02-08,Procter & Gamble Co.,477347,-6021,471402455.91,552.38,397.95,836.46
Equity Diversified Selection Fund,2019-01-19,"Facebook, Inc.",684404,2991,69742427.32,375.83,999.11,556.32
Target Maturity 2029 Bond Fund,2018-07-17,"Amazon.com, Inc.",901567,416,308757429.17,321.13,862.2,250.09
International Fixed Duration Fund,2019-02-26,Allianz SE,29819,-3548,126203552.2,926.89,928.23,919.76
Sustainable Retail Fund,2021-05-14,"Tesla, Inc.",634152,9928,398470781.37,921.23,739.93,981.5
Impact Credit Strategies Fund,2022-02-18,Vestas Wind Systems A/S,737219,2116,264705286.32,513.86,249.87,822.97
Fixed Maturity 2027 Bond Fund,2022-12-10,Ford Motor Co.,436813,3394,488147243.55,546.11,33.94,892.32
International Fixed Duration Fund,2020-11-02,Ping An Insurance (Group) Co. of China Ltd.,910918,-532,7763279.95,496.18,689.13,385.38
Impact Credit Strategies Fund,2017-11-20,"SolarEdge Technologies, Inc.",749608,4329,369089626.01,623.23,813.27,157.23
Subordinated Financials Fund,2022-04-06,Citigroup Inc.,370971,-2237,73478196.32,534.56,871.52,687.8
Target Maturity 2029 Bond Fund,2020-04-03,"Amazon.com, Inc.",782004,-7926,377272601.74,211.1,389.95,216.82
Impact Credit Strategies Fund,2022-04-22,Vestas Wind Systems A/S,905171,4154,269274448.12,237.0,665.51,104.47
Global Cross Asset Fund,2020-08-02,"Berkshire Hathaway, Inc.",604345,9548,387085356.32,558.2,971.17,931.78
Fixed Maturity 2025 Bond Fund,2019-08-19,Exxon Mobil Corp.,924598,-5785,211524453.97,339.43,652.43,783.5
Sustainable Retail Fund,2017-04-01,"Beyond Meat, Inc.",997525,-8126,252914709.59,541.34,31.06,229.02
Fixed Maturity 2027 Bond Fund,2019-12-03,Volkswagen AG,491410,737,479822653.96,531.36,322.12,137.71
International Fixed Duration Fund,2022-09-04,AXA SA,898153,3316,291155143.87,654.68,246.85,597.95
Target Maturity 2029 Bond Fund,2017-01-25,"Amazon.com, Inc.",417522,9357,386830317.59,867.79,992.3,16.47
Equity Diversified Selection Fund,2022-09-21,Google LLC,402956,8951,190087203.88,872.24,124.95,749.46
Global Short Term Credit Fund,2019-12-10,HSBC Holdings Plc,973283,-1502,20457263.78,429.51,39.69,705.18
International Fixed Duration Fund,2021-09-25,AXA SA,877560,-222,293468325.72,665.42,561.11,769.86
Subordinated Financials Fund,2022-11-11,Citigroup Inc.,784704,-4228,472865963.14,529.16,626.74,133.85
Target Maturity 2029 Bond Fund,2018-02-16,"Apple, Inc.",94048,3103,245528766.8,219.93,402.64,299.34
Global Short Term Credit Fund,2020-02-21,HSBC Holdings Plc,769442,-1717,195566658.95,741.52,404.98,38.56
Fixed Maturity 2027 Bond Fund,2017-05-04,Ford Motor Co.,120788,7410,300067405.45,434.86,946.37,769.82
Community Savings Bond Fund,2021-04-25,Nestlé SA,578359,9204,373195768.72,839.29,345.94,406.8
Fixed Maturity 2027 Bond Fund,2019-02-23,Volkswagen AG,610252,2079,145798876.49,967.36,803.92,136.56
Global Short Term Credit Fund,2019-12-14,Bank of America Corp.,392802,-8320,496569704.39,127.84,594.97,739.59
Equity Diversified Selection Fund,2022-02-03,Google LLC,800721,9682,4874632.4,393.37,110.53,360.73
Sustainable Retail Fund,2018-04-01,"Beyond Meat, Inc.",266112,5930,420517436.38,56.24,405.02,230.36
Global Short Term Credit Fund,2018-10-15,Bank of America Corp.,767731,3342,45421559.05,689.41,891.78,418.3
Sustainable Retail Fund,2020-11-07,"Beyond Meat, Inc.",430008,-2720,267833786.42,933.57,60.97,271.97
Community Savings Bond Fund,2017-07-14,Procter & Gamble Co.,113070,-8185,414696030.81,147.15,366.15,860.94
Equity Diversified Selection Fund,2022-07-30,"Netflix, Inc.",545342,6132,373645082.91,421.3,710.37,589.26
Fixed Maturity 2027 Bond Fund,2019-04-10,Volkswagen AG,921347,589,11073793.3,812.6,702.53,820.32
Target Maturity 2029 Bond Fund,2020-05-20,"Apple, Inc.",6917,-888,215990659.83,165.64,671.16,803.74
Sustainable Retail Fund,2022-02-13,"Beyond Meat, Inc.",365577,-1883,471818112.79,138.27,250.59,617.65
Impact Credit Strategies Fund,2022-05-25,"SolarEdge Technologies, Inc.",138554,1085,51887435.13,724.04,996.07,606.48
Equity Diversified Selection Fund,2019-09-18,"Facebook, Inc.",42204,4767,403340642.62,89.61,925.7,100.56
International Fixed Duration Fund,2017-10-01,Ping An Insurance (Group) Co. of China Ltd.,930729,8886,76179991.63,46.9,77.92,732.3
Equity Diversified Selection Fund,2020-12-08,Google LLC,291970,689,382184393.31,211.77,973.68,342.68
Subordinated Financials Fund,2019-09-03,Morgan Stanley,896579,-4973,434381062.44,196.82,481.94,15.95
Fixed Maturity 2025 Bond Fund,2017-02-11,Chevron Corp.,706829,-7775,326661092.38,228.55,748.31,996.22
Fixed Maturity 2027 Bond Fund,2020-06-22,Toyota Motor Corp.,861166,4348,280766795.72,882.75,658.12,596.44
Impact Credit Strategies Fund,2022-11-21,"SolarEdge Technologies, Inc.",856850,-1808,14649779.62,916.78,49.06,198.13
Community Savings Bond Fund,2022-02-02,"Walmart, Inc.",16839,9239,280220224.72,489.26,933.22,60.0
Equity Diversified Selection Fund,2017-02-18,"Facebook, Inc.",918615,4209,50108856.2,515.16,931.45,749.4
Fixed Maturity 2027 Bond Fund,2020-12-30,Volkswagen AG,56803,247,124623224.47,638.42,369.3,311.37
Fixed Maturity 2027 Bond Fund,2020-11-04,Volkswagen AG,481483,-2456,446254663.31,756.12,577.19,40.64
Global Short Term Credit Fund,2021-09-12,JPMorgan Chase & Co.,664812,-2030,153862484.3,154.28,766.57,876.03
Sustainable Retail Fund,2019-05-18,"Beyond Meat, Inc.",38647,-2176,142396785.3,472.67,973.64,123.37
Community Savings Bond Fund,2020-11-05,Nestlé SA,15177,5435,498079622.63,480.24,593.29,121.14
Community Savings Bond Fund,2018-09-19,Nestlé SA,394536,-7120,429378683.48,211.66,214.52,769.38
International Fixed Duration Fund,2020-10-24,Allianz SE,805128,-4235,252143592.82,799.79,706.87,654.83
Sustainable Retail Fund,2020-12-21,"Beyond Meat, Inc.",992614,-7320,205267681.94,740.71,687.55,513.02
Community Savings Bond Fund,2022-03-11,Nestlé SA,840340,-2382,487547426.79,972.37,313.68,550.06
Equity Diversified Selection Fund,2017-03-06,"Facebook, Inc.",602770,-8785,274172585.5,41.42,469.01,654.32
Global Cross Asset Fund,2020-11-20,"Berkshire Hathaway, Inc.",861586,7305,256827707.05,947.49,32.62,842.77
Subordinated Financials Fund,2020-12-24,Morgan Stanley,924491,-5911,84531289.46,338.02,956.61,175.83
Impact Credit Strategies Fund,2021-10-17,"First Solar, Inc.",87027,-8794,158080261.69,68.75,447.63,582.9
Sustainable Retail Fund,2019-03-21,"Tesla, Inc.",321803,6093,258042538.13,595.06,922.71,379.43
Subordinated Financials Fund,2019-10-19,Citigroup Inc.,266999,1943,202846852.44,838.48,244.95,780.1
Subordinated Financials Fund,2022-02-20,"Goldman Sachs Group, Inc.",190449,7203,164141566.83,496.61,828.64,652.0
Community Savings Bond Fund,2018-04-02,Procter & Gamble Co.,642340,-3558,460149140.97,119.56,75.17,59.01
Global Cross Asset Fund,2021-05-18,Alibaba Group Holding Ltd.,607456,3143,429496854.23,369.47,400.84,848.92
Sustainable Retail Fund,2018-07-13,"The Hain Celestial Group, Inc.",849856,-2425,317796672.95,867.82,638.35,659.15
Equity Diversified Selection Fund,2020-11-24,Google LLC,871721,1123,249759048.4,819.86,726.73,272.31
Community Savings Bond Fund,2022-06-10,Procter & Gamble Co.,545797,5932,378621186.29,823.93,529.37,399.82
Equity Diversified Selection Fund,2019-11-17,"Netflix, Inc.",487901,7996,218978638.07,739.59,982.11,121.32
Sustainable Retail Fund,2019-02-13,"Beyond Meat, Inc.",60662,5125,7753436.37,746.47,43.57,955.99
Fixed Maturity 2025 Bond Fund,2018-07-20,Exxon Mobil Corp.,466205,112,469242861.03,123.53,789.15,660.18
Fixed Maturity 2027 Bond Fund,2017-07-12,Ford Motor Co.,556750,-9764,360477520.6,545.08,46.11,204.18
International Fixed Duration Fund,2018-02-12,Allianz SE,600159,8371,488950523.65,272.49,753.14,932.53
Global Cross Asset Fund,2021-06-08,"Berkshire Hathaway, Inc.",285077,6893,100176850.65,698.03,199.92,553.73
Community Savings Bond Fund,2017-10-13,"Walmart, Inc.",780615,3402,413996109.95,824.43,721.84,534.48
Community Savings Bond Fund,2018-04-28,Nestlé SA,38814,9346,420825026.56,688.07,263.03,550.73
Sustainable Retail Fund,2022-12-19,"Beyond Meat, Inc.",945589,2921,391249584.4,347.61,841.08,105.1
Community Savings Bond Fund,2022-05-02,Nestlé SA,560806,7293,273706539.9,771.83,94.3,143.7
Global Short Term Credit Fund,2018-01-17,HSBC Holdings Plc,432396,3350,232088454.89,444.82,307.53,65.84
Fixed Maturity 2027 Bond Fund,2019-09-25,Volkswagen AG,920186,2172,222257380.84,358.44,907.87,211.76
Impact Credit Strategies Fund,2022-03-01,"SolarEdge Technologies, Inc.",19162,-8189,27248728.94,359.71,513.9,267.63
Global Short Term Credit Fund,2020-02-26,Bank of America Corp.,614533,-4335,329538059.23,778.06,796.49,696.1
Global Short Term Credit Fund,2020-07-15,Bank of America Corp.,512181,-9392,46334396.38,13.89,697.74,91.13
Global Short Term Credit Fund,2019-11-12,JPMorgan Chase & Co.,75070,2802,347960661.87,854.7,860.22,599.95
Equity Diversified Selection Fund,2018-06-01,"Netflix, Inc.",703877,-6334,9014720.8,955.38,553.68,696.15
Fixed Maturity 2027 Bond Fund,2022-03-06,Toyota Motor Corp.,119225,1361,91711831.1,594.84,166.35,327.83
Fixed Maturity 2025 Bond Fund,2021-12-26,Exxon Mobil Corp.,940695,-2293,478357362.22,962.66,505.28,994.83
Global Cross Asset Fund,2021-04-05,Johnson & Johnson,743498,-1635,208704364.33,60.91,727.33,459.82
Fixed Maturity 2027 Bond Fund,2019-11-13,Volkswagen AG,481438,-639,341222171.02,736.03,43.03,197.77
Global Short Term Credit Fund,2020-12-12,Bank of America Corp.,30989,1101,40804275.19,97.56,546.7,369.96
Impact Credit Strategies Fund,2017-04-01,"SolarEdge Technologies, Inc.",935951,8626,281940449.8,61.5,443.32,154.51
Impact Credit Strategies Fund,2021-11-17,"First Solar, Inc.",862824,-1814,193404265.55,953.92,201.02,252.79
Sustainable Retail Fund,2020-11-20,"Tesla, Inc.",952460,2524,368364012.96,40.22,540.22,397.0
Equity Diversified Selection Fund,2021-02-16,Google LLC,536382,-7497,26095694.09,497.97,361.52,430.32
Subordinated Financials Fund,2019-09-28,"Goldman Sachs Group, Inc.",477158,-6580,447711682.03,56.01,591.29,635.79
Global Cross Asset Fund,2017-01-23,Johnson & Johnson,941074,-1941,449620142.19,509.85,246.58,354.6
Sustainable Retail Fund,2019-03-09,"The Hain Celestial Group, Inc.",153830,1398,401080887.17,151.98,432.22,703.44
Impact Credit Strategies Fund,2017-07-19,"First Solar, Inc.",538905,-8142,174520183.65,103.66,888.79,550.96
Equity Diversified Selection Fund,2021-04-05,"Netflix, Inc.",508434,3907,180696882.96,879.66,755.82,624.09
International Fixed Duration Fund,2022-09-19,Ping An Insurance (Group) Co. of China Ltd.,794158,2302,467086882.31,187.63,178.0,369.19
Global Short Term Credit Fund,2018-05-03,JPMorgan Chase & Co.,865553,6890,404946287.83,322.73,728.65,909.86
Equity Diversified Selection Fund,2018-02-24,"Facebook, Inc.",539683,-782,99061464.66,338.27,73.93,174.06
Global Short Term Credit Fund,2019-06-25,Bank of America Corp.,593379,-3057,362096614.23,192.17,215.54,10.21
Global Cross Asset Fund,2022-10-31,"Berkshire Hathaway, Inc.",8950,7777,428442336.58,418.32,375.66,654.58
Fixed Maturity 2025 Bond Fund,2018-07-26,Chevron Corp.,780691,-3666,24168194.35,801.83,255.11,967.98
Fixed Maturity 2025 Bond Fund,2018-07-30,BP Plc,140982,-4329,411519708.15,949.51,992.83,919.43
Target Maturity 2029 Bond Fund,2022-03-26,Microsoft Corp.,991317,6782,33930514.12,15.4,765.51,577.03
International Fixed Duration Fund,2022-09-04,Ping An Insurance (Group) Co. of China Ltd.,569014,-178,149970250.28,343.97,517.88,961.16
International Fixed Duration Fund,2019-03-29,Ping An Insurance (Group) Co. of China Ltd.,305386,4288,444293987.8,70.72,700.41,711.36
Fixed Maturity 2027 Bond Fund,2019-09-27,Toyota Motor Corp.,552833,-1681,80818921.28,638.23,304.88,163.85
Community Savings Bond Fund,2021-07-19,Nestlé SA,477106,-356,449958828.54,126.89,995.89,11.45
Global Short Term Credit Fund,2019-03-16,JPMorgan Chase & Co.,332070,-788,67133437.32,942.26,355.03,629.37
Global Cross Asset Fund,2020-12-23,Alibaba Group Holding Ltd.,277818,-6213,100033141.22,97.5,215.48,520.57
International Fixed Duration Fund,2017-04-04,AXA SA,997223,-942,476007130.89,516.91,855.54,532.85
Fixed Maturity 2025 Bond Fund,2018-06-24,Chevron Corp.,405471,2566,436449049.87,388.43,498.3,982.55
Subordinated Financials Fund,2019-03-10,Citigroup Inc.,914553,-2633,97624293.95,914.26,198.78,434.41
Global Cross Asset Fund,2021-12-20,Alibaba Group Holding Ltd.,249786,3898,242052339.68,670.2,394.84,885.67
Sustainable Retail Fund,2019-04-16,"The Hain Celestial Group, Inc.",270347,-815,210735607.49,860.43,83.91,124.32
Subordinated Financials Fund,2021-10-16,Morgan Stanley,465923,8538,117998487.49,602.31,864.78,767.76
Target Maturity 2029 Bond Fund,2021-11-02,"Apple, Inc.",325643,-2226,94330690.64,263.49,276.1,144.42
Community Savings Bond Fund,2018-01-11,Procter & Gamble Co.,77675,2085,301781124.46,742.87,735.91,308.77
Global Cross Asset Fund,2021-07-07,Alibaba Group Holding Ltd.,770010,7661,481931798.52,19.49,224.75,509.24
Sustainable Retail Fund,2021-09-22,"The Hain Celestial Group, Inc.",572021,-9655,201169014.55,552.42,89.95,989.51
Fixed Maturity 2025 Bond Fund,2017-12-08,BP Plc,284498,-6815,249596448.41,863.67,625.11,445.45
Global Short Term Credit Fund,2018-11-14,HSBC Holdings Plc,439582,9932,171409130.95,101.29,653.83,392.14
Fixed Maturity 2025 Bond Fund,2019-04-21,Exxon Mobil Corp.,759139,-4713,63509591.79,801.88,447.44,714.07
Global Cross Asset Fund,2018-09-16,Alibaba Group Holding Ltd.,640703,2514,19920371.93,10.01,215.61,612.72
Global Short Term Credit Fund,2019-01-12,HSBC Holdings Plc,187674,5583,205995779.85,914.37,221.75,776.89
Sustainable Retail Fund,2021-08-11,"The Hain Celestial Group, Inc.",7080,-5665,451129296.09,146.87,481.55,207.3
Impact Credit Strategies Fund,2020-09-15,"SolarEdge Technologies, Inc.",991866,-6677,330010324.83,486.03,199.99,439.44
Equity Diversified Selection Fund,2019-09-01,Google LLC,670702,9260,437845952.41,155.02,696.66,832.58
Fixed Maturity 2025 Bond Fund,2020-03-18,BP Plc,442090,-8719,344170872.39,706.31,174.79,344.52
Global Short Term Credit Fund,2018-09-10,HSBC Holdings Plc,587953,-2122,217331157.47,945.77,980.65,331.49
Global Short Term Credit Fund,2020-08-05,Bank of America Corp.,967570,-4448,93095569.6,247.51,828.18,692.17
Fixed Maturity 2025 Bond Fund,2022-06-04,Exxon Mobil Corp.,701980,-5152,425981325.53,829.85,705.69,321.71
Equity Diversified Selection Fund,2019-07-08,"Netflix, Inc.",916505,-5238,95162397.36,471.08,236.1,672.45
Sustainable Retail Fund,2019-02-06,"Beyond Meat, Inc.",674735,4120,239326443.23,574.92,404.73,75.02
Equity Diversified Selection Fund,2018-09-12,"Netflix, Inc.",559380,5229,426287794.36,332.47,63.33,824.5
Fixed Maturity 2025 Bond Fund,2018-02-16,Chevron Corp.,130409,-9940,466179485.91,372.22,699.98,984.2
Equity Diversified Selection Fund,2022-07-27,Google LLC,935655,-1147,63990997.9,445.24,294.52,180.05
Community Savings Bond Fund,2017-11-08,Procter & Gamble Co.,641051,3331,417756647.77,451.54,146.89,33.05
Sustainable Retail Fund,2022-08-09,"Tesla, Inc.",777316,6130,105680718.89,154.55,289.19,938.21
Global Cross Asset Fund,2017-12-29,Alibaba Group Holding Ltd.,908193,-4094,237179292.43,413.84,802.02,32.57
Fixed Maturity 2027 Bond Fund,2021-02-21,Ford Motor Co.,161379,-7391,247987857.92,932.47,654.12,609.88
Target Maturity 2029 Bond Fund,2018-10-31,"Apple, Inc.",735463,-3141,62153465.96,843.83,526.28,803.71
Community Savings Bond Fund,2018-04-25,"Walmart, Inc.",693922,4587,161962438.81,728.94,309.48,485.65
Fixed Maturity 2027 Bond Fund,2019-07-25,Volkswagen AG,37915,-9006,35473667.51,969.16,468.14,678.93
Target Maturity 2029 Bond Fund,2019-11-17,Microsoft Corp.,457310,-5584,49569652.88,431.86,969.37,718.45
Community Savings Bond Fund,2018-07-16,"Walmart, Inc.",732587,6226,331359295.87,479.16,15.94,218.76
Global Short Term Credit Fund,2022-08-25,JPMorgan Chase & Co.,834326,-684,61943416.16,135.86,695.27,141.78
Community Savings Bond Fund,2022-11-12,"Walmart, Inc.",655172,-9266,319228434.06,942.96,752.16,687.94
International Fixed Duration Fund,2022-06-21,Allianz SE,174674,7467,327755451.46,44.91,33.76,516.86
Community Savings Bond Fund,2020-03-04,Procter & Gamble Co.,842279,-3916,16563910.15,877.65,518.99,302.22
Fixed Maturity 2025 Bond Fund,2018-04-28,BP Plc,412524,9823,364734995.1,726.01,276.99,391.45
Sustainable Retail Fund,2020-11-26,"The Hain Celestial Group, Inc.",512288,-6018,15374004.96,779.09,224.91,343.81
Subordinated Financials Fund,2019-05-20,Morgan Stanley,96408,7526,261353420.88,847.1,496.41,398.05
Subordinated Financials Fund,2021-06-24,Morgan Stanley,14483,-8454,83536928.2,563.02,162.01,281.34
Fixed Maturity 2025 Bond Fund,2018-03-05,Exxon Mobil Corp.,647171,-715,110325375.6,910.99,955.25,783.62
Equity Diversified Selection Fund,2020-04-06,"Facebook, Inc.",160855,-562,491573318.57,62.0,503.62,99.56
International Fixed Duration Fund,2019-04-26,Ping An Insurance (Group) Co. of China Ltd.,636791,7383,277130166.17,707.34,496.56,307.14
Fixed Maturity 2027 Bond Fund,2021-04-01,Volkswagen AG,981555,4575,184492243.59,375.55,282.4,46.29
Fixed Maturity 2027 Bond Fund,2019-11-23,Toyota Motor Corp.,834962,-5057,310882698.63,578.23,764.92,586.27
Community Savings Bond Fund,2021-04-05,"Walmart, Inc.",574354,2213,491082750.1,266.51,282.0,682.48
Target Maturity 2029 Bond Fund,2022-07-11,"Apple, Inc.",224757,-3774,422862761.57,97.01,631.62,142.17
Sustainable Retail Fund,2022-12-22,"Beyond Meat, Inc.",647375,-4793,63625211.13,347.48,828.54,352.4
Subordinated Financials Fund,2018-02-10,"Goldman Sachs Group, Inc.",344069,6798,166057712.34,346.34,819.44,137.1
Target Maturity 2029 Bond Fund,2019-03-26,"Apple, Inc.",915169,-465,496163744.58,306.66,366.33,583.54
Fixed Maturity 2025 Bond Fund,2019-06-16,Exxon Mobil Corp.,61939,2683,121890032.46,937.96,102.38,294.8
