FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Cross Asset Fund,2017-03-03,"PetroChina Co., Ltd.",697457,-400,327410776,631,66,936
Sustainable Retail Fund,2022-02-03,Industrial & Commercial Bank of China Ltd.,510483,-2112,687585676,536,105,976
European High Yield Bond Fund,2017-04-23,Intel Corp.,941308,-4229,287936932,439,806,498
Impact Credit Strategies Fund,2021-02-26,"PetroChina Co., Ltd.",27577,3578,241469277,210,984,555
European High Yield Bond Fund,2020-05-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",245874,3447,129108122,357,970,544
Fixed Maturity 2025 Bond Fund,2017-06-11,Petróleo Brasileiro SA,740857,3685,882298663,859,478,376
Global Short Term Credit Fund,2022-09-02,Deutsche Telekom AG,609398,488,783546787,380,666,882
Fixed Maturity 2027 Bond Fund,2021-08-25,Sony Group Corp.,730172,-3059,559613439,487,692,736
Global Short Term Credit Fund,2022-01-19,Pfizer Inc.,212764,-3891,390369600,900,17,149
Fixed Maturity 2027 Bond Fund,2021-11-01,"AT&T, Inc.",518914,4848,884867406,152,421,483
Equity Diversified Selection Fund,2020-03-26,China Mobile Ltd.,499558,-2895,311319655,504,740,798
Sustainable Retail Fund,2020-04-21,Tencent Holdings Ltd.,610589,-1690,292851740,199,307,173
Global Cross Asset Fund,2021-07-21,Industrial & Commercial Bank of China Ltd.,237812,2321,42006232,425,863,210
International Fixed Duration Fund,2020-11-04,Intel Corp.,499943,-1537,181545807,635,549,350
Global Cross Asset Fund,2017-12-30,Petróleo Brasileiro SA,358739,-4038,181783317,246,718,165
Impact Credit Strategies Fund,2018-05-09,Petróleo Brasileiro SA,290488,-3978,748300502,486,324,283
Equity Diversified Selection Fund,2018-05-19,"UnitedHealth Group, Inc.",259538,-3735,260915276,23,204,784
Target Maturity 2029 Bond Fund,2022-10-11,"Samsung Electronics Co., Ltd.",322457,-4581,355869380,910,688,149
Target Maturity 2029 Bond Fund,2019-05-17,"Samsung Electronics Co., Ltd.",275433,-2886,478705859,126,128,114
Fixed Maturity 2027 Bond Fund,2020-06-25,Sony Group Corp.,653905,-755,758415618,266,852,811
Fixed Maturity 2025 Bond Fund,2021-12-13,Pfizer Inc.,13762,-417,69456506,587,325,94
Impact Credit Strategies Fund,2018-01-11,Industrial & Commercial Bank of China Ltd.,918505,3498,130751393,189,499,366
Community Savings Bond Fund,2020-01-22,Gazprom PJSC,448430,4381,831584810,840,940,596
Global Cross Asset Fund,2021-04-05,"PetroChina Co., Ltd.",251704,684,733148247,170,340,480
Global Cross Asset Fund,2017-12-06,China Mobile Ltd.,635970,4379,348620879,110,967,660
Target Maturity 2029 Bond Fund,2018-03-29,"UnitedHealth Group, Inc.",842147,4199,793166535,277,852,914
Equity Diversified Selection Fund,2019-12-09,Comcast Corp.,313741,-3817,135133822,67,101,271
Fixed Maturity 2025 Bond Fund,2022-03-24,Mercedes-Benz Group AG,135256,135,262091317,232,827,64
Global Short Term Credit Fund,2021-07-23,China Mobile Ltd.,267634,-1567,654805437,773,994,96
Sustainable Retail Fund,2022-09-11,"AT&T, Inc.",164321,2468,652487424,136,143,545
International Fixed Duration Fund,2018-12-02,Mercedes-Benz Group AG,150107,4452,69554683,884,257,999
Global Cross Asset Fund,2019-03-18,Bayerische Motoren Werke AG,802814,551,658857304,245,254,54
Global Short Term Credit Fund,2021-03-09,Gazprom PJSC,759373,-1230,466638268,24,419,766
Target Maturity 2029 Bond Fund,2018-07-23,Tencent Holdings Ltd.,651024,-481,316943691,676,405,601
Sustainable Retail Fund,2018-02-16,"AT&T, Inc.",682926,2433,827064711,514,34,981
Sustainable Retail Fund,2021-06-03,Saudi Arabian Oil Co.,595952,-1015,835264182,794,245,462
International Fixed Duration Fund,2021-02-18,Bayerische Motoren Werke AG,600078,-1904,262317284,828,677,284
Community Savings Bond Fund,2018-05-07,TotalEnergies SE,642076,4162,246551951,295,143,982
Target Maturity 2029 Bond Fund,2020-03-16,"Samsung Electronics Co., Ltd.",455425,-2430,172704529,193,88,186
Fixed Maturity 2025 Bond Fund,2020-08-13,Saudi Arabian Oil Co.,11544,-4481,350318041,426,490,936
Fixed Maturity 2025 Bond Fund,2019-08-15,Shell Plc,451453,4991,726991304,346,75,837
Equity Diversified Selection Fund,2020-06-02,TotalEnergies SE,702651,-3780,289114653,14,571,256
Global Cross Asset Fund,2021-05-11,Industrial & Commercial Bank of China Ltd.,367259,-1549,747782411,139,704,479
Global Short Term Credit Fund,2017-05-29,Mercedes-Benz Group AG,303585,2965,397546215,726,518,280
International Fixed Duration Fund,2020-03-23,Tencent Holdings Ltd.,215663,450,727447732,784,512,115
Fixed Maturity 2025 Bond Fund,2021-06-05,Pfizer Inc.,10943,4179,413028512,274,294,976
Global Cross Asset Fund,2021-06-30,Reliance Industries Ltd.,701288,1202,265004957,15,526,587
Community Savings Bond Fund,2018-12-19,"Taiwan Semiconductor Manufacturing Co., Ltd.",350614,4720,646684494,932,864,832
European High Yield Bond Fund,2017-11-19,TotalEnergies SE,539444,1690,790575701,981,511,397
Impact Credit Strategies Fund,2019-07-19,Petróleo Brasileiro SA,306706,-547,637988959,428,520,322
Target Maturity 2029 Bond Fund,2018-05-01,Shell Plc,270511,-3976,787549460,299,459,569
Fixed Maturity 2027 Bond Fund,2019-03-05,TotalEnergies SE,976969,1496,62582089,676,92,433
Sustainable Retail Fund,2020-12-22,Sony Group Corp.,266152,-839,351819314,298,624,310
Target Maturity 2029 Bond Fund,2018-09-01,"UnitedHealth Group, Inc.",256778,3871,924374791,600,237,246
Sustainable Retail Fund,2021-08-02,Petróleo Brasileiro SA,854962,-2043,678293657,768,858,742
European High Yield Bond Fund,2018-08-10,Tencent Holdings Ltd.,885972,-2276,888044255,88,696,945
Target Maturity 2029 Bond Fund,2022-07-17,Deutsche Telekom AG,535550,1094,464486150,371,756,661
International Fixed Duration Fund,2022-08-02,"Taiwan Semiconductor Manufacturing Co., Ltd.",348803,122,143156518,859,571,941
Target Maturity 2029 Bond Fund,2022-07-23,Shell Plc,434056,3262,316162613,831,623,122
Community Savings Bond Fund,2018-05-27,China Mobile Ltd.,665345,981,333248026,353,802,816
Fixed Maturity 2027 Bond Fund,2020-03-24,Intel Corp.,813110,312,617686443,304,567,136
Equity Diversified Selection Fund,2018-07-29,"Verizon Communications, Inc.",747769,-3225,606616197,433,10,584
Global Cross Asset Fund,2022-02-07,"Samsung Electronics Co., Ltd.",862673,-2899,164556692,587,502,774
International Fixed Duration Fund,2021-11-13,Deutsche Telekom AG,382688,4210,859041425,22,470,555
Equity Diversified Selection Fund,2022-04-22,"Taiwan Semiconductor Manufacturing Co., Ltd.",468523,-2231,501474516,673,90,824
International Fixed Duration Fund,2017-09-26,Mercedes-Benz Group AG,531174,-4733,126644204,804,818,748
International Fixed Duration Fund,2017-09-16,TotalEnergies SE,799865,1193,146595884,145,38,41
European High Yield Bond Fund,2021-10-08,Tencent Holdings Ltd.,550132,-911,133718331,990,267,242
Sustainable Retail Fund,2022-03-06,"PetroChina Co., Ltd.",478959,-4226,810523496,640,651,813
European High Yield Bond Fund,2021-07-03,Comcast Corp.,892786,-466,199260451,898,424,192
Equity Diversified Selection Fund,2020-01-24,Sony Group Corp.,886068,-2524,512747149,236,89,259
Fixed Maturity 2025 Bond Fund,2018-01-08,"AbbVie, Inc.",207995,2000,953863077,492,248,688
Fixed Maturity 2025 Bond Fund,2018-12-21,"Verizon Communications, Inc.",334507,-1609,406213198,721,940,433
Global Short Term Credit Fund,2017-06-10,Comcast Corp.,940806,4479,90703925,227,168,893
Fixed Maturity 2025 Bond Fund,2018-10-03,Bayerische Motoren Werke AG,824551,1884,147196533,626,727,36
Equity Diversified Selection Fund,2019-10-26,Saudi Arabian Oil Co.,992429,3402,163673649,582,906,329
Sustainable Retail Fund,2021-05-13,Mercedes-Benz Group AG,320134,-2687,41872277,981,236,947
International Fixed Duration Fund,2020-07-01,Pfizer Inc.,597690,-1852,20719524,220,598,644
Impact Credit Strategies Fund,2019-07-09,"AbbVie, Inc.",834732,3600,358542004,887,675,156
Fixed Maturity 2027 Bond Fund,2017-01-04,Pfizer Inc.,759360,-3919,955457963,26,709,591
Fixed Maturity 2027 Bond Fund,2022-03-12,"AT&T, Inc.",978970,994,802359498,654,640,822
Equity Diversified Selection Fund,2019-12-30,"AT&T, Inc.",289653,2710,141918756,214,843,149
Fixed Maturity 2025 Bond Fund,2017-11-21,Petróleo Brasileiro SA,823556,4792,492713939,664,850,538
Sustainable Retail Fund,2021-08-16,"UnitedHealth Group, Inc.",327732,4941,504583365,384,105,613
Impact Credit Strategies Fund,2020-08-20,Tencent Holdings Ltd.,663663,-4099,717306487,835,396,953
Community Savings Bond Fund,2022-08-31,Reliance Industries Ltd.,734818,3026,655511956,300,731,616
Target Maturity 2029 Bond Fund,2019-10-17,China Mobile Ltd.,880986,-1138,472077287,378,470,472
Fixed Maturity 2027 Bond Fund,2018-10-18,Pfizer Inc.,316481,-1402,419950577,666,279,962
Fixed Maturity 2027 Bond Fund,2021-04-18,"Verizon Communications, Inc.",440013,53,400800326,943,197,662
Target Maturity 2029 Bond Fund,2018-11-30,Intel Corp.,150513,-2636,530670366,389,632,90
Community Savings Bond Fund,2021-09-17,Saudi Arabian Oil Co.,373101,-4057,841433107,944,819,907
International Fixed Duration Fund,2021-08-26,Industrial & Commercial Bank of China Ltd.,40249,-4427,795005029,633,364,136
Global Short Term Credit Fund,2022-06-19,Petróleo Brasileiro SA,586148,2029,559745894,567,625,662
Equity Diversified Selection Fund,2021-11-02,Sony Group Corp.,129146,-1232,110763861,484,971,365
Target Maturity 2029 Bond Fund,2017-06-26,Comcast Corp.,744345,-2182,673324541,846,407,917
Fixed Maturity 2027 Bond Fund,2017-06-27,"Samsung Electronics Co., Ltd.",390807,2676,593294906,619,203,469
European High Yield Bond Fund,2017-07-19,"AT&T, Inc.",256909,3915,362375006,633,233,283
Impact Credit Strategies Fund,2020-05-29,"UnitedHealth Group, Inc.",936587,-1551,431926884,788,47,759
Global Short Term Credit Fund,2021-02-15,"UnitedHealth Group, Inc.",540146,3827,450718852,599,515,90
Impact Credit Strategies Fund,2022-08-11,"AbbVie, Inc.",899061,-4944,743223543,971,243,198
European High Yield Bond Fund,2021-04-27,"Verizon Communications, Inc.",329153,2060,827297886,322,545,831
Sustainable Retail Fund,2018-01-31,Intel Corp.,6770,-3158,985150548,242,775,802
Target Maturity 2029 Bond Fund,2020-10-13,Sony Group Corp.,558364,4385,667793749,636,150,808
Equity Diversified Selection Fund,2021-02-03,Saudi Arabian Oil Co.,133386,4970,150072811,227,386,16
Target Maturity 2029 Bond Fund,2017-08-23,TotalEnergies SE,671847,3842,105722285,927,384,773
Equity Diversified Selection Fund,2020-11-24,Mercedes-Benz Group AG,717089,4286,38052706,56,390,175
Impact Credit Strategies Fund,2020-05-13,"AbbVie, Inc.",669045,3304,312689546,616,440,298
Community Savings Bond Fund,2019-07-22,Mercedes-Benz Group AG,929090,3571,588746190,370,141,433
Global Short Term Credit Fund,2020-03-13,"Verizon Communications, Inc.",591818,2047,512529126,656,177,742
Community Savings Bond Fund,2017-12-05,Gazprom PJSC,514020,3208,96207082,64,818,240
Target Maturity 2029 Bond Fund,2020-10-10,Pfizer Inc.,177244,4234,222012526,377,769,881
Target Maturity 2029 Bond Fund,2017-04-28,Industrial & Commercial Bank of China Ltd.,580080,-1415,473747556,101,756,60
Sustainable Retail Fund,2022-03-04,Industrial & Commercial Bank of China Ltd.,682596,-94,799813806,972,861,664
Sustainable Retail Fund,2022-05-02,TotalEnergies SE,896733,-4047,768242903,172,693,592
Global Cross Asset Fund,2019-07-15,Sony Group Corp.,967058,2351,167536475,904,806,683
Global Short Term Credit Fund,2022-11-09,"Verizon Communications, Inc.",718328,2941,365507262,578,785,681
Fixed Maturity 2027 Bond Fund,2019-03-04,"AT&T, Inc.",89286,4644,307781578,371,878,969
Global Cross Asset Fund,2020-10-22,"AT&T, Inc.",779859,1765,609994343,327,390,411
Target Maturity 2029 Bond Fund,2018-05-14,Intel Corp.,261893,4573,758348741,288,246,933
International Fixed Duration Fund,2022-07-09,Tencent Holdings Ltd.,181567,3676,863496775,487,581,690
Impact Credit Strategies Fund,2019-06-23,"Taiwan Semiconductor Manufacturing Co., Ltd.",241349,4009,465578971,200,658,363
Community Savings Bond Fund,2017-10-28,Sony Group Corp.,271840,-902,810882107,821,420,462
Equity Diversified Selection Fund,2018-01-25,Deutsche Telekom AG,444393,-626,503347202,186,25,317
Fixed Maturity 2025 Bond Fund,2017-11-15,Bayerische Motoren Werke AG,194641,4434,118147791,653,237,578
Sustainable Retail Fund,2018-11-28,"AbbVie, Inc.",629447,-433,691681484,288,763,992
Equity Diversified Selection Fund,2018-08-01,"Taiwan Semiconductor Manufacturing Co., Ltd.",791292,-287,442960631,320,108,503
Fixed Maturity 2025 Bond Fund,2021-03-11,Gazprom PJSC,777109,2071,979390063,514,918,767
Global Cross Asset Fund,2020-10-16,"AbbVie, Inc.",219317,2591,421866665,48,226,744
Global Short Term Credit Fund,2017-07-01,Bayerische Motoren Werke AG,292860,1310,411009109,337,523,415
Community Savings Bond Fund,2017-09-08,"Samsung Electronics Co., Ltd.",137687,-4464,195105486,72,905,458
Global Short Term Credit Fund,2020-05-27,TotalEnergies SE,107743,-1297,673251853,389,20,915
Sustainable Retail Fund,2019-12-15,Saudi Arabian Oil Co.,283929,2451,621666331,923,683,691
Sustainable Retail Fund,2019-04-12,Comcast Corp.,372768,-2331,823026614,790,912,92
Impact Credit Strategies Fund,2021-04-05,Intel Corp.,758302,3926,747522797,920,470,381
Sustainable Retail Fund,2019-09-21,Petróleo Brasileiro SA,419217,3154,704903921,361,235,49
Fixed Maturity 2027 Bond Fund,2020-06-07,Sony Group Corp.,299065,-3482,174323226,659,855,315
International Fixed Duration Fund,2020-01-17,"UnitedHealth Group, Inc.",560761,1921,468015732,767,465,927
Sustainable Retail Fund,2021-05-03,Reliance Industries Ltd.,412044,-4227,420425419,530,197,491
Target Maturity 2029 Bond Fund,2019-05-27,Shell Plc,49211,3670,970815123,33,547,605
Fixed Maturity 2027 Bond Fund,2021-02-26,Saudi Arabian Oil Co.,828309,-1496,94040693,90,113,584
International Fixed Duration Fund,2022-04-18,"AT&T, Inc.",293747,-111,963294724,586,782,691
Equity Diversified Selection Fund,2020-03-01,TotalEnergies SE,70007,4204,623704741,349,690,729
European High Yield Bond Fund,2018-04-04,"PetroChina Co., Ltd.",966868,814,864464584,110,460,40
Sustainable Retail Fund,2018-08-02,"Verizon Communications, Inc.",921629,3723,461726190,520,300,278
International Fixed Duration Fund,2022-04-05,Comcast Corp.,308437,1014,73918854,818,195,159
Community Savings Bond Fund,2019-10-12,Shell Plc,723405,4090,834233628,285,593,470
Impact Credit Strategies Fund,2017-02-14,"AbbVie, Inc.",103894,-2514,869039185,202,653,697
Equity Diversified Selection Fund,2021-10-01,Intel Corp.,785846,2708,170642930,501,488,964
Sustainable Retail Fund,2018-03-23,Industrial & Commercial Bank of China Ltd.,578716,1146,793732312,931,650,472
Target Maturity 2029 Bond Fund,2017-04-13,Mercedes-Benz Group AG,701220,-4615,835369421,540,364,923
Community Savings Bond Fund,2020-09-07,Industrial & Commercial Bank of China Ltd.,850943,4271,172850945,226,58,396
Equity Diversified Selection Fund,2020-09-21,"UnitedHealth Group, Inc.",941001,-4158,289305933,64,156,591
Community Savings Bond Fund,2020-01-25,"PetroChina Co., Ltd.",269061,-2791,640833369,498,615,255
Community Savings Bond Fund,2019-03-05,Petróleo Brasileiro SA,527227,-1533,81541411,525,755,74
Equity Diversified Selection Fund,2017-12-12,"AT&T, Inc.",378824,2457,287455158,784,482,165
Global Cross Asset Fund,2022-02-25,"AT&T, Inc.",786501,4634,777911949,746,674,79
International Fixed Duration Fund,2022-12-03,Intel Corp.,507342,-1766,904458739,624,75,772
Target Maturity 2029 Bond Fund,2019-02-12,TotalEnergies SE,853577,-2664,762702072,719,596,782
Fixed Maturity 2025 Bond Fund,2022-10-17,Deutsche Telekom AG,553281,-4084,904671957,672,98,673
Global Short Term Credit Fund,2019-08-27,Shell Plc,149206,2268,421661687,224,856,172
Global Short Term Credit Fund,2018-07-16,TotalEnergies SE,820805,-2193,888751197,426,600,109
Global Cross Asset Fund,2021-11-27,Intel Corp.,96040,-2135,872466901,512,188,714
Impact Credit Strategies Fund,2017-05-07,Comcast Corp.,602859,742,74003845,870,572,201
Target Maturity 2029 Bond Fund,2019-07-10,China Mobile Ltd.,22705,-3348,197226606,154,225,977
Equity Diversified Selection Fund,2019-07-21,Tencent Holdings Ltd.,301801,3933,695146320,632,681,389
European High Yield Bond Fund,2020-01-09,Tencent Holdings Ltd.,193310,1712,858438773,236,171,583
Target Maturity 2029 Bond Fund,2018-09-29,"UnitedHealth Group, Inc.",826574,-3146,408960850,923,909,43
Impact Credit Strategies Fund,2019-10-27,Tencent Holdings Ltd.,746705,-2152,409828629,18,606,136
European High Yield Bond Fund,2022-02-07,Bayerische Motoren Werke AG,484577,3295,66296170,840,493,547
European High Yield Bond Fund,2019-08-06,Tencent Holdings Ltd.,774547,2660,947333696,208,495,932
Impact Credit Strategies Fund,2018-10-07,Gazprom PJSC,817783,3780,255691828,476,568,485
Impact Credit Strategies Fund,2020-07-13,Intel Corp.,822411,-579,376993619,941,934,596
Global Cross Asset Fund,2018-04-05,Bayerische Motoren Werke AG,210524,4368,179914715,723,56,723
Community Savings Bond Fund,2022-07-09,"AbbVie, Inc.",672179,3552,73736417,278,354,719
Sustainable Retail Fund,2017-08-30,Reliance Industries Ltd.,231173,-4677,25186068,117,99,841
Fixed Maturity 2027 Bond Fund,2021-04-27,Tencent Holdings Ltd.,438841,-2217,329120815,343,288,589
Target Maturity 2029 Bond Fund,2021-05-10,Shell Plc,352668,-2973,65848340,68,370,532
Community Savings Bond Fund,2017-08-03,Reliance Industries Ltd.,333544,-947,770208373,80,490,224
Sustainable Retail Fund,2021-11-05,"Taiwan Semiconductor Manufacturing Co., Ltd.",833747,626,604306893,757,767,167
Impact Credit Strategies Fund,2019-03-11,"AT&T, Inc.",809807,2441,297532082,502,718,173
European High Yield Bond Fund,2022-07-22,Bayerische Motoren Werke AG,563280,-3797,338661339,563,855,303
Community Savings Bond Fund,2017-10-07,"Taiwan Semiconductor Manufacturing Co., Ltd.",729494,-3011,34172730,298,457,497
Global Short Term Credit Fund,2018-09-01,"PetroChina Co., Ltd.",409807,1712,170402030,719,962,580
Fixed Maturity 2025 Bond Fund,2019-02-02,Industrial & Commercial Bank of China Ltd.,960712,2533,180487119,869,616,268
International Fixed Duration Fund,2019-06-25,Industrial & Commercial Bank of China Ltd.,415437,-2364,745261181,121,637,331
Equity Diversified Selection Fund,2018-07-03,Petróleo Brasileiro SA,876552,250,460334111,193,660,435
Fixed Maturity 2027 Bond Fund,2019-08-31,Intel Corp.,855089,1631,866828604,776,920,23
Equity Diversified Selection Fund,2022-12-03,TotalEnergies SE,201631,1147,142493779,242,736,815
Fixed Maturity 2027 Bond Fund,2022-07-23,Bayerische Motoren Werke AG,277836,-4031,192782222,483,883,883
Fixed Maturity 2025 Bond Fund,2022-10-10,Petróleo Brasileiro SA,41926,-3797,942672604,578,277,968
Global Cross Asset Fund,2020-08-25,Tencent Holdings Ltd.,115728,-3107,963186790,648,489,154
Fixed Maturity 2027 Bond Fund,2017-09-10,Industrial & Commercial Bank of China Ltd.,674533,3615,87465017,115,37,322
Sustainable Retail Fund,2019-03-09,Shell Plc,884264,-4658,711469192,365,548,842
