FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Sustainable Retail Fund,2019-10-08,"The Hain Celestial Group, Inc.",977831,4387,45299229.46,768.13,599.84,135.22
International Fixed Duration Fund,2021-12-20,Ping An Insurance (Group) Co. of China Ltd.,427554,5376,368814761.86,121.0,269.49,403.94
Fixed Maturity 2027 Bond Fund,2017-11-16,Toyota Motor Corp.,4654,-3376,395301685.48,953.63,44.69,730.24
Global Cross Asset Fund,2021-11-28,"Berkshire Hathaway, Inc.",755531,-4361,487910535.38,660.14,243.68,614.61
Fixed Maturity 2027 Bond Fund,2019-11-17,Ford Motor Co.,426508,1722,245537733.19,608.78,204.6,889.79
Sustainable Retail Fund,2018-02-03,"Beyond Meat, Inc.",642397,5110,258107143.22,919.39,553.28,26.67
Fixed Maturity 2025 Bond Fund,2018-04-21,Chevron Corp.,808202,396,319465846.92,863.59,220.38,518.49
Equity Diversified Selection Fund,2019-11-28,"Netflix, Inc.",429926,4694,400742727.46,941.14,731.16,76.0
Subordinated Financials Fund,2018-04-10,Morgan Stanley,864333,10,61955897.62,952.05,377.85,355.62
Global Short Term Credit Fund,2021-07-23,JPMorgan Chase & Co.,512439,7563,7984604.86,558.83,551.99,790.54
Sustainable Retail Fund,2020-05-29,"Beyond Meat, Inc.",142186,9376,213090620.02,469.96,306.71,915.46
International Fixed Duration Fund,2020-03-08,AXA SA,103373,1516,67041420.91,414.66,791.61,883.88
International Fixed Duration Fund,2018-04-26,AXA SA,946915,541,111057479.32,965.06,190.92,405.49
International Fixed Duration Fund,2021-06-11,Ping An Insurance (Group) Co. of China Ltd.,513054,3674,305046036.93,142.34,433.13,755.7
Subordinated Financials Fund,2020-05-31,Morgan Stanley,95368,669,261973487.82,894.53,841.03,307.88
International Fixed Duration Fund,2017-02-19,AXA SA,621832,9867,412397694.17,619.12,201.9,406.61
Community Savings Bond Fund,2021-06-27,Nestlé SA,649339,-7973,320697998.97,898.56,411.89,459.33
Global Cross Asset Fund,2019-05-09,Johnson & Johnson,74196,-1070,136401735.23,686.88,174.26,762.5
Subordinated Financials Fund,2021-07-10,Citigroup Inc.,786761,9495,19673403.33,810.96,85.73,850.79
Global Cross Asset Fund,2021-08-01,Johnson & Johnson,747237,-9911,458641192.46,703.77,13.73,52.47
Community Savings Bond Fund,2020-03-04,Procter & Gamble Co.,165268,-2220,5437774.86,134.96,400.4,906.06
Equity Diversified Selection Fund,2018-09-09,"Facebook, Inc.",510944,-8632,425198971.96,97.04,603.05,411.16
Fixed Maturity 2025 Bond Fund,2017-01-03,Exxon Mobil Corp.,884805,-7095,363927764.3,364.5,580.78,625.99
Equity Diversified Selection Fund,2019-12-25,"Netflix, Inc.",434744,3181,408428644.4,147.27,416.01,822.74
Equity Diversified Selection Fund,2019-10-29,Google LLC,321967,-4955,321105327.58,812.49,619.11,983.61
Sustainable Retail Fund,2017-09-07,"Beyond Meat, Inc.",381922,-8657,289645998.39,103.84,907.82,47.63
Target Maturity 2029 Bond Fund,2017-04-11,"Amazon.com, Inc.",833483,-2877,446243772.15,43.39,539.48,999.25
Global Cross Asset Fund,2019-01-14,"Berkshire Hathaway, Inc.",663559,-5941,74910731.81,325.8,488.65,378.7
Sustainable Retail Fund,2022-09-15,"Beyond Meat, Inc.",633013,3881,201398204.96,737.79,650.18,107.08
Global Cross Asset Fund,2019-01-05,Alibaba Group Holding Ltd.,414058,1285,495908130.75,135.9,221.71,906.25
Community Savings Bond Fund,2018-08-28,Procter & Gamble Co.,707273,-5862,12438491.66,138.43,358.19,703.01
International Fixed Duration Fund,2022-05-08,AXA SA,666525,9848,193269731.88,72.9,396.06,288.52
Equity Diversified Selection Fund,2020-06-09,"Netflix, Inc.",219704,-5121,88278986.19,899.4,859.24,617.03
Impact Credit Strategies Fund,2018-12-16,"First Solar, Inc.",917401,-4705,435938806.02,697.01,738.0,588.59
Impact Credit Strategies Fund,2019-02-19,"First Solar, Inc.",745218,-291,106311200.62,237.45,656.38,164.83
Sustainable Retail Fund,2021-07-23,"Beyond Meat, Inc.",296516,-5016,27958672.76,834.65,243.12,522.54
Community Savings Bond Fund,2021-03-29,Procter & Gamble Co.,518774,349,56712692.94,708.38,744.31,512.79
Fixed Maturity 2027 Bond Fund,2017-09-13,Volkswagen AG,341642,-6189,361714017.51,778.66,211.05,400.89
Equity Diversified Selection Fund,2021-08-24,"Facebook, Inc.",870203,4778,277591745.22,430.23,364.11,233.83
Fixed Maturity 2027 Bond Fund,2020-11-13,Toyota Motor Corp.,6142,6314,237650148.22,357.84,320.28,374.92
Global Cross Asset Fund,2022-04-05,Johnson & Johnson,397583,4011,171055990.95,469.01,363.22,573.93
Fixed Maturity 2025 Bond Fund,2018-07-28,Exxon Mobil Corp.,903623,-2454,410854254.18,726.1,305.38,917.67
Equity Diversified Selection Fund,2021-09-10,"Netflix, Inc.",727052,1255,23464415.46,990.8,595.82,40.36
Equity Diversified Selection Fund,2022-06-19,"Netflix, Inc.",200648,-5922,386081853.02,146.81,599.27,885.72
Global Short Term Credit Fund,2017-05-19,JPMorgan Chase & Co.,185048,-3477,23110592.29,958.08,201.06,528.67
Equity Diversified Selection Fund,2022-12-06,"Facebook, Inc.",902101,8519,141248868.89,37.26,590.16,589.04
Global Cross Asset Fund,2021-03-30,Johnson & Johnson,629396,3536,12637172.5,449.21,187.92,806.08
Subordinated Financials Fund,2021-05-20,"Goldman Sachs Group, Inc.",677775,-6342,455572513.55,125.81,260.45,885.75
Sustainable Retail Fund,2021-06-02,"Tesla, Inc.",685277,8731,451456917.03,171.86,478.49,583.66
Fixed Maturity 2027 Bond Fund,2017-09-20,Toyota Motor Corp.,722659,3962,385165424.82,121.75,955.49,944.46
Community Savings Bond Fund,2018-05-26,Procter & Gamble Co.,828993,7225,224321807.47,537.29,89.74,429.21
Global Short Term Credit Fund,2021-02-12,Bank of America Corp.,991689,-6075,42730684.84,329.98,730.45,260.87
Equity Diversified Selection Fund,2018-07-12,Google LLC,265777,8419,215449266.62,411.52,124.99,474.55
Global Short Term Credit Fund,2021-07-24,JPMorgan Chase & Co.,694799,-9038,414058277.08,499.48,485.03,284.12
Fixed Maturity 2025 Bond Fund,2019-12-23,Chevron Corp.,623936,-9233,345004928.78,893.32,105.56,50.24
Global Short Term Credit Fund,2021-02-25,HSBC Holdings Plc,77993,1415,392112481.16,956.4,769.67,64.95
Sustainable Retail Fund,2022-06-17,"Beyond Meat, Inc.",627672,3373,122527171.75,771.53,254.27,912.99
Fixed Maturity 2025 Bond Fund,2019-08-15,Chevron Corp.,599881,-9517,192082331.74,226.56,35.74,81.23
Target Maturity 2029 Bond Fund,2022-01-10,Microsoft Corp.,852100,-59,167226317.59,799.85,63.37,74.68
Fixed Maturity 2027 Bond Fund,2020-03-24,Volkswagen AG,655572,-6097,268979093.65,510.73,58.53,990.56
Global Short Term Credit Fund,2019-02-12,HSBC Holdings Plc,892709,1655,59388858.88,802.93,523.71,306.22
Sustainable Retail Fund,2018-02-26,"The Hain Celestial Group, Inc.",33360,6003,113906691.39,273.61,455.09,443.94
Equity Diversified Selection Fund,2022-06-25,"Facebook, Inc.",532116,-5375,426523457.37,84.5,63.97,621.24
Fixed Maturity 2025 Bond Fund,2021-08-09,Exxon Mobil Corp.,608821,-1364,39526732.19,277.55,887.26,952.32
Equity Diversified Selection Fund,2020-04-04,"Facebook, Inc.",981157,1681,179971641.1,721.05,102.38,101.23
Global Cross Asset Fund,2020-12-07,Alibaba Group Holding Ltd.,818741,3261,177198707.03,343.39,796.33,568.31
Impact Credit Strategies Fund,2019-04-15,"First Solar, Inc.",978903,-4041,327162027.92,843.95,642.0,682.38
Fixed Maturity 2027 Bond Fund,2019-01-31,Volkswagen AG,496805,1063,94188085.66,776.15,665.03,620.25
Subordinated Financials Fund,2018-12-16,Morgan Stanley,334569,6073,196460549.03,148.2,30.11,234.29
Subordinated Financials Fund,2018-08-26,Morgan Stanley,920977,8136,247826965.8,947.22,790.49,899.63
Fixed Maturity 2027 Bond Fund,2017-12-31,Ford Motor Co.,711582,-4050,197938636.09,382.93,447.17,776.19
Fixed Maturity 2025 Bond Fund,2019-11-15,Chevron Corp.,546319,6657,14936709.84,483.84,464.72,219.84
Global Cross Asset Fund,2017-01-28,"Berkshire Hathaway, Inc.",51126,1949,363415823.68,93.7,882.87,388.48
Subordinated Financials Fund,2022-04-27,"Goldman Sachs Group, Inc.",250877,-4820,29492988.26,291.96,609.1,62.83
Global Cross Asset Fund,2018-04-05,"Berkshire Hathaway, Inc.",26931,-3426,487486062.43,133.32,454.29,969.33
Global Short Term Credit Fund,2021-06-12,HSBC Holdings Plc,508902,-8825,158952627.07,539.81,711.77,272.69
Equity Diversified Selection Fund,2022-12-10,Google LLC,688110,1407,250980136.67,520.04,145.87,604.89
Sustainable Retail Fund,2021-08-09,"The Hain Celestial Group, Inc.",896478,2811,234869443.97,573.94,455.88,985.96
Sustainable Retail Fund,2017-06-23,"Tesla, Inc.",764684,-1368,111297370.4,578.72,308.34,809.55
International Fixed Duration Fund,2019-11-01,AXA SA,362497,7299,200588505.76,553.66,719.56,938.18
Impact Credit Strategies Fund,2017-08-18,Vestas Wind Systems A/S,944611,764,82550802.27,636.79,422.31,366.3
International Fixed Duration Fund,2020-06-15,Allianz SE,578543,-5458,237849315.67,481.49,940.73,461.97
International Fixed Duration Fund,2017-02-26,AXA SA,410883,5531,77525560.47,68.43,114.29,146.36
Sustainable Retail Fund,2021-10-26,"The Hain Celestial Group, Inc.",695474,8967,25567051.48,23.42,535.99,725.21
Community Savings Bond Fund,2017-05-26,Procter & Gamble Co.,592015,5291,10641465.41,645.89,229.81,894.63
Global Short Term Credit Fund,2019-10-26,Bank of America Corp.,278255,-7812,454445854.85,76.84,820.48,356.9
Community Savings Bond Fund,2021-03-15,Procter & Gamble Co.,7854,5695,472569762.49,469.64,548.75,955.43
Target Maturity 2029 Bond Fund,2019-02-07,"Amazon.com, Inc.",418846,-1711,412298298.63,919.49,385.89,107.34
Community Savings Bond Fund,2020-04-24,Procter & Gamble Co.,697519,8954,488275298.96,825.89,298.91,182.83
Impact Credit Strategies Fund,2022-03-16,"First Solar, Inc.",973078,4798,19809081.49,980.19,110.85,542.16
International Fixed Duration Fund,2022-11-04,Allianz SE,569841,-1262,124478776.2,537.72,852.68,995.66
Global Cross Asset Fund,2022-02-20,Johnson & Johnson,533755,6237,4683450.27,700.98,187.83,92.94
Fixed Maturity 2027 Bond Fund,2018-08-30,Volkswagen AG,456831,8825,2826695.52,314.19,704.23,63.03
Impact Credit Strategies Fund,2018-03-19,Vestas Wind Systems A/S,845632,7998,335328635.55,762.8,301.99,898.62
Global Cross Asset Fund,2019-03-18,Johnson & Johnson,629184,8233,486391912.56,347.98,779.87,469.91
Fixed Maturity 2025 Bond Fund,2018-07-14,Chevron Corp.,106451,-1727,341876006.16,306.7,15.36,716.16
Target Maturity 2029 Bond Fund,2017-04-14,"Amazon.com, Inc.",277622,8705,409008734.2,145.98,407.68,35.81
Subordinated Financials Fund,2020-06-22,"Goldman Sachs Group, Inc.",576749,4180,242853894.09,697.7,855.23,221.81
Equity Diversified Selection Fund,2018-07-10,Google LLC,55243,-5950,33071424.77,746.76,758.89,431.61
Sustainable Retail Fund,2019-02-02,"The Hain Celestial Group, Inc.",667973,-886,199299636.78,673.65,733.11,731.96
Sustainable Retail Fund,2021-11-29,"Tesla, Inc.",976340,8722,211205790.24,517.28,834.31,113.02
Subordinated Financials Fund,2021-03-20,Morgan Stanley,29407,-8946,354165744.99,722.71,797.85,675.39
Equity Diversified Selection Fund,2018-03-06,"Netflix, Inc.",412012,1747,306292837.68,349.27,993.72,669.11
Global Short Term Credit Fund,2019-02-24,JPMorgan Chase & Co.,259951,-4561,81380942.08,223.17,643.29,194.28
Fixed Maturity 2025 Bond Fund,2019-08-30,Chevron Corp.,283532,3034,448265799.01,814.72,899.42,785.19
Global Short Term Credit Fund,2019-12-25,JPMorgan Chase & Co.,675292,518,55529139.58,128.05,460.31,478.12
International Fixed Duration Fund,2018-10-25,Ping An Insurance (Group) Co. of China Ltd.,144202,-5165,402221490.48,866.87,358.23,569.42
Fixed Maturity 2027 Bond Fund,2020-10-27,Ford Motor Co.,483946,863,301631859.99,655.98,11.92,555.89
Impact Credit Strategies Fund,2018-03-12,"SolarEdge Technologies, Inc.",246700,974,257691171.55,892.08,241.09,170.45
Global Cross Asset Fund,2022-04-23,Johnson & Johnson,87950,-5062,18853318.21,22.09,532.18,847.34
Community Savings Bond Fund,2022-06-12,Nestlé SA,512977,-3921,4622223.18,614.46,151.69,403.26
Target Maturity 2029 Bond Fund,2022-09-04,"Amazon.com, Inc.",517560,-760,79798049.01,492.2,541.17,497.83
Fixed Maturity 2025 Bond Fund,2017-10-28,Chevron Corp.,289277,8664,23010941.79,70.8,84.58,662.28
Equity Diversified Selection Fund,2019-08-25,"Netflix, Inc.",931837,8804,476468777.66,988.99,444.32,703.53
Fixed Maturity 2027 Bond Fund,2017-08-01,Ford Motor Co.,915442,7445,176602507.59,588.91,472.36,729.86
Sustainable Retail Fund,2019-09-03,"The Hain Celestial Group, Inc.",141544,-7235,459125695.49,748.55,59.48,146.11
Fixed Maturity 2025 Bond Fund,2018-10-01,BP Plc,343654,-944,100523589.57,769.03,415.85,929.91
Equity Diversified Selection Fund,2020-10-03,"Netflix, Inc.",653715,-53,97315974.78,823.16,201.68,437.89
Equity Diversified Selection Fund,2017-09-03,Google LLC,538931,-9926,263686621.2,308.6,65.69,235.69
Target Maturity 2029 Bond Fund,2017-08-16,Microsoft Corp.,185552,-5351,449990251.69,398.36,776.08,197.1
Equity Diversified Selection Fund,2022-07-30,"Facebook, Inc.",13817,-7685,182483321.42,906.02,37.9,723.36
Fixed Maturity 2025 Bond Fund,2022-05-30,Exxon Mobil Corp.,57806,7554,13359586.35,943.92,29.3,866.05
Global Short Term Credit Fund,2018-02-20,Bank of America Corp.,903630,7866,348161496.24,663.5,443.8,864.33
Community Savings Bond Fund,2022-12-25,"Walmart, Inc.",29693,9302,380730718.5,882.68,786.81,262.95
Subordinated Financials Fund,2017-06-06,"Goldman Sachs Group, Inc.",834920,-4246,120235760.93,50.35,757.15,50.57
Subordinated Financials Fund,2017-01-01,"Goldman Sachs Group, Inc.",215617,-4636,341266616.29,859.5,356.58,978.89
International Fixed Duration Fund,2022-03-10,Ping An Insurance (Group) Co. of China Ltd.,975988,-169,162025878.03,740.82,168.24,313.33
Global Cross Asset Fund,2018-11-13,"Berkshire Hathaway, Inc.",284158,7697,138628008.22,261.41,415.98,280.19
Global Short Term Credit Fund,2018-07-30,Bank of America Corp.,713556,-3513,445331483.48,965.64,300.64,28.78
Global Short Term Credit Fund,2017-02-28,JPMorgan Chase & Co.,956197,6357,248083625.56,584.56,435.64,879.93
International Fixed Duration Fund,2021-10-15,Ping An Insurance (Group) Co. of China Ltd.,933602,6645,387945022.95,911.57,832.4,941.57
Fixed Maturity 2027 Bond Fund,2022-02-21,Ford Motor Co.,74310,5453,483494160.11,478.06,35.19,237.44
Subordinated Financials Fund,2022-07-01,Morgan Stanley,203242,-6401,323982670.03,100.73,594.13,401.1
Global Cross Asset Fund,2018-11-12,"Berkshire Hathaway, Inc.",837997,6390,124495245.21,331.27,649.91,773.32
Target Maturity 2029 Bond Fund,2018-05-29,Microsoft Corp.,947768,-8880,166907787.59,270.8,587.23,256.75
Target Maturity 2029 Bond Fund,2022-12-09,"Apple, Inc.",373627,-6538,387897552.33,388.68,688.77,331.35
Fixed Maturity 2027 Bond Fund,2022-11-14,Toyota Motor Corp.,11121,22,224390178.31,787.0,332.01,73.29
International Fixed Duration Fund,2021-06-03,Allianz SE,186179,-4808,262008941.47,753.61,376.05,561.0
Equity Diversified Selection Fund,2018-08-13,"Facebook, Inc.",830716,7531,305869133.9,350.24,440.38,169.91
Community Savings Bond Fund,2020-06-17,"Walmart, Inc.",876938,230,95204556.58,670.28,361.13,897.89
Sustainable Retail Fund,2020-11-28,"The Hain Celestial Group, Inc.",425281,8402,301201152.03,984.81,952.59,615.74
Global Cross Asset Fund,2019-05-08,Alibaba Group Holding Ltd.,137172,-5865,297967609.35,944.88,836.88,135.25
Target Maturity 2029 Bond Fund,2017-03-12,Microsoft Corp.,223782,3266,383039963.79,51.96,400.49,762.53
Fixed Maturity 2027 Bond Fund,2019-06-12,Ford Motor Co.,331054,401,178906423.36,833.23,899.62,112.93
International Fixed Duration Fund,2018-12-10,AXA SA,500370,-5065,440034549.97,372.63,270.61,371.59
Subordinated Financials Fund,2020-03-02,Morgan Stanley,661639,-6263,102369960.72,533.29,340.31,410.08
Target Maturity 2029 Bond Fund,2019-01-25,Microsoft Corp.,92445,5931,80089371.61,31.3,224.87,866.14
Equity Diversified Selection Fund,2020-09-25,"Netflix, Inc.",269952,3843,44526144.52,330.54,868.07,253.47
Global Cross Asset Fund,2017-11-01,"Berkshire Hathaway, Inc.",26135,471,29215108.69,421.69,478.24,801.28
Subordinated Financials Fund,2019-08-29,"Goldman Sachs Group, Inc.",588227,-485,417959996.04,827.69,932.71,75.9
Global Cross Asset Fund,2017-10-23,Johnson & Johnson,101333,-8742,325367319.45,867.47,773.41,379.31
Global Cross Asset Fund,2022-05-29,Johnson & Johnson,518314,-6098,490332016.36,636.53,887.49,635.64
Global Cross Asset Fund,2020-07-25,Alibaba Group Holding Ltd.,34363,8054,89031943.02,229.88,168.89,321.99
Global Short Term Credit Fund,2018-02-25,Bank of America Corp.,723115,3757,99527283.07,305.73,401.9,69.13
Global Cross Asset Fund,2017-02-22,"Berkshire Hathaway, Inc.",81164,-4637,465646402.93,903.58,881.54,641.35
Global Short Term Credit Fund,2019-08-17,HSBC Holdings Plc,59538,-4635,269100783.51,123.1,604.17,308.9
Sustainable Retail Fund,2022-05-30,"Tesla, Inc.",810794,8987,314086129.36,476.41,982.34,995.81
Fixed Maturity 2027 Bond Fund,2018-03-12,Ford Motor Co.,14359,-9670,148755088.56,754.73,75.4,104.09
Community Savings Bond Fund,2022-03-16,Nestlé SA,955502,7285,136418004.93,876.02,246.84,687.68
Global Cross Asset Fund,2017-09-18,Alibaba Group Holding Ltd.,72819,-6373,320822523.28,588.13,756.92,243.88
Equity Diversified Selection Fund,2021-08-26,"Netflix, Inc.",53649,7985,437582895.29,233.76,706.57,863.49
Impact Credit Strategies Fund,2018-08-16,"First Solar, Inc.",545322,-5083,25400016.27,440.06,670.13,99.23
Subordinated Financials Fund,2021-11-22,Citigroup Inc.,512602,949,439897727.64,664.97,418.29,809.48
Community Savings Bond Fund,2020-08-29,Nestlé SA,895954,-715,176377221.19,569.75,787.61,563.23
Fixed Maturity 2025 Bond Fund,2020-10-07,BP Plc,359103,6335,79023678.51,506.14,158.13,278.61
Fixed Maturity 2025 Bond Fund,2020-05-05,Exxon Mobil Corp.,438132,-1080,170865871.63,568.77,898.01,493.41
International Fixed Duration Fund,2019-06-02,Ping An Insurance (Group) Co. of China Ltd.,760873,-4116,354816967.98,637.77,572.81,418.75
Equity Diversified Selection Fund,2017-04-29,Google LLC,566902,4905,46559752.22,426.73,243.44,808.67
Equity Diversified Selection Fund,2017-06-07,"Netflix, Inc.",111094,3347,333409848.55,814.41,446.6,857.58
Impact Credit Strategies Fund,2018-02-11,Vestas Wind Systems A/S,203868,-1357,112043958.24,221.61,274.06,804.05
International Fixed Duration Fund,2021-03-10,Allianz SE,841964,1706,90086237.85,778.09,351.06,590.28
Fixed Maturity 2027 Bond Fund,2021-09-28,Toyota Motor Corp.,351809,-6346,204015192.01,501.98,24.48,38.91
Impact Credit Strategies Fund,2018-07-20,"SolarEdge Technologies, Inc.",344760,-8856,21616743.94,458.77,127.92,999.38
Fixed Maturity 2027 Bond Fund,2018-08-01,Volkswagen AG,136506,-4949,158305679.94,137.09,479.96,792.34
Fixed Maturity 2027 Bond Fund,2022-10-05,Toyota Motor Corp.,30619,3730,85616951.27,935.55,843.07,377.41
International Fixed Duration Fund,2019-08-24,Allianz SE,369884,9055,409777120.91,434.19,853.92,368.8
Subordinated Financials Fund,2017-06-24,"Goldman Sachs Group, Inc.",230383,7366,343359041.62,748.7,68.09,822.47
Global Cross Asset Fund,2020-02-11,"Berkshire Hathaway, Inc.",707293,2839,95089209.28,192.79,994.47,850.51
Global Cross Asset Fund,2017-02-05,Johnson & Johnson,641044,-6408,67170819.73,838.96,989.42,620.44
Equity Diversified Selection Fund,2020-09-14,Google LLC,469347,-4271,334482421.49,829.15,922.52,558.63
Community Savings Bond Fund,2017-12-20,"Walmart, Inc.",503335,3950,295568734.12,119.91,809.64,932.82
International Fixed Duration Fund,2022-12-21,Allianz SE,654678,7580,426657060.07,580.39,131.97,486.09
Equity Diversified Selection Fund,2020-02-26,Google LLC,568404,-7351,496431253.26,433.39,798.14,657.98
Impact Credit Strategies Fund,2021-06-18,"First Solar, Inc.",281995,7433,427217182.53,655.66,619.44,712.65
Target Maturity 2029 Bond Fund,2020-11-30,"Apple, Inc.",155569,3191,382923973.14,555.86,491.22,366.59
Impact Credit Strategies Fund,2019-06-29,Vestas Wind Systems A/S,519268,6040,92303788.84,76.06,375.71,970.83
Subordinated Financials Fund,2021-04-12,Morgan Stanley,366343,-7902,296212078.53,376.45,896.6,500.5
Sustainable Retail Fund,2019-05-31,"Tesla, Inc.",923863,-4577,65813870.99,925.12,663.43,803.65
Equity Diversified Selection Fund,2021-12-20,Google LLC,841819,9123,22514533.79,455.7,509.08,776.49
