FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Cross Asset Fund,2019-05-10,Alibaba Group Holding Ltd.,484755,-9089,141649125.16,174.13,449.46,698.66
Subordinated Financials Fund,2022-07-30,"Goldman Sachs Group, Inc.",318255,-5172,277727694.26,714.61,63.55,231.47
Global Cross Asset Fund,2021-12-02,Alibaba Group Holding Ltd.,933491,6576,51316459.64,129.52,935.87,154.46
Target Maturity 2029 Bond Fund,2017-11-17,Microsoft Corp.,870519,2814,433199088.85,734.83,644.73,569.68
Fixed Maturity 2025 Bond Fund,2020-08-18,Exxon Mobil Corp.,699067,6494,254120969.05,72.81,431.33,589.32
Global Cross Asset Fund,2018-03-02,"Berkshire Hathaway, Inc.",618972,5430,63684640.53,652.14,182.5,222.42
Global Cross Asset Fund,2021-04-03,Alibaba Group Holding Ltd.,613531,3822,252981857.26,200.13,439.71,623.88
Fixed Maturity 2025 Bond Fund,2019-03-22,BP Plc,710748,-6347,400520360.66,46.81,352.13,910.45
Global Short Term Credit Fund,2020-07-13,HSBC Holdings Plc,845734,7084,475417284.6,443.71,321.41,643.86
Fixed Maturity 2025 Bond Fund,2018-10-18,Exxon Mobil Corp.,991195,502,131403669.22,523.5,290.39,674.64
Fixed Maturity 2025 Bond Fund,2017-04-01,BP Plc,312093,-3431,325845193.1,260.93,357.61,815.16
Sustainable Retail Fund,2022-04-01,"Beyond Meat, Inc.",362567,7510,355288870.7,800.05,762.6,833.58
Sustainable Retail Fund,2019-02-26,"Beyond Meat, Inc.",419738,6283,492022537.31,725.22,221.16,259.41
Fixed Maturity 2025 Bond Fund,2018-06-16,BP Plc,459616,-2197,362269526.88,62.83,775.15,875.63
Sustainable Retail Fund,2020-02-13,"The Hain Celestial Group, Inc.",506103,2300,409722464.3,868.18,338.02,212.79
Subordinated Financials Fund,2019-06-02,"Goldman Sachs Group, Inc.",362019,-7965,406588601.1,882.16,614.0,335.93
Fixed Maturity 2025 Bond Fund,2017-03-14,Chevron Corp.,953531,-3207,179406564.37,794.55,102.34,600.09
Fixed Maturity 2025 Bond Fund,2018-02-11,Exxon Mobil Corp.,358340,8305,48369511.23,705.89,815.18,751.88
Subordinated Financials Fund,2022-07-30,"Goldman Sachs Group, Inc.",556676,-6194,260560325.21,306.63,624.0,165.07
Global Cross Asset Fund,2017-04-08,Johnson & Johnson,881796,-5732,202931405.13,896.35,852.93,555.63
International Fixed Duration Fund,2021-03-09,Ping An Insurance (Group) Co. of China Ltd.,232377,6743,65660554.58,17.41,51.48,479.92
Sustainable Retail Fund,2022-08-18,"Beyond Meat, Inc.",689916,5680,394253627.13,465.55,89.51,961.39
Community Savings Bond Fund,2017-04-20,"Walmart, Inc.",358960,-7530,46401354.16,77.98,746.91,386.9
Fixed Maturity 2025 Bond Fund,2021-07-12,Chevron Corp.,260550,524,171161072.46,589.3,312.38,783.69
Sustainable Retail Fund,2017-01-17,"Beyond Meat, Inc.",709616,8062,226582564.64,344.07,361.96,318.43
Subordinated Financials Fund,2019-07-08,"Goldman Sachs Group, Inc.",83791,-6141,58948824.18,279.15,767.45,523.35
Fixed Maturity 2027 Bond Fund,2020-07-04,Ford Motor Co.,203365,-8031,261797161.34,920.94,595.66,825.66
Community Savings Bond Fund,2017-08-24,"Walmart, Inc.",830672,-1962,380232345.77,766.95,981.15,80.68
Impact Credit Strategies Fund,2017-11-19,Vestas Wind Systems A/S,752408,-4216,401828196.88,525.4,946.48,691.25
Target Maturity 2029 Bond Fund,2021-03-15,"Amazon.com, Inc.",756525,-6929,171775154.95,844.64,283.49,534.25
Fixed Maturity 2027 Bond Fund,2019-12-09,Toyota Motor Corp.,56330,-9469,165849383.68,371.55,873.65,95.16
Impact Credit Strategies Fund,2022-12-09,"First Solar, Inc.",389157,-7349,43636598.68,117.86,92.55,21.77
Subordinated Financials Fund,2021-06-22,Morgan Stanley,779777,2563,362476051.68,404.15,636.2,479.66
Target Maturity 2029 Bond Fund,2019-05-14,Microsoft Corp.,140571,6811,424400533.09,768.21,210.92,130.09
Global Cross Asset Fund,2019-11-30,"Berkshire Hathaway, Inc.",321046,6062,295988140.32,193.87,27.92,371.22
Fixed Maturity 2025 Bond Fund,2018-08-13,BP Plc,671171,5681,197324300.53,615.14,567.57,132.47
Equity Diversified Selection Fund,2018-01-17,Google LLC,539275,9831,167013393.35,820.55,130.92,680.9
Fixed Maturity 2025 Bond Fund,2022-06-22,Chevron Corp.,882600,6247,304267471.08,904.37,617.34,979.64
Global Cross Asset Fund,2018-09-16,"Berkshire Hathaway, Inc.",388092,749,443603266.28,525.72,104.87,100.31
Global Short Term Credit Fund,2020-01-14,HSBC Holdings Plc,805881,5390,407232820.95,436.98,147.14,673.99
Fixed Maturity 2025 Bond Fund,2019-04-08,Exxon Mobil Corp.,871552,-9122,181203989.71,643.63,687.58,117.51
International Fixed Duration Fund,2022-03-13,Ping An Insurance (Group) Co. of China Ltd.,295547,7144,479534567.48,192.21,795.88,886.73
Impact Credit Strategies Fund,2022-07-23,"SolarEdge Technologies, Inc.",667968,-3165,225666119.57,522.31,205.44,482.64
Global Short Term Credit Fund,2017-03-08,Bank of America Corp.,523251,-7354,330408759.75,32.12,153.39,972.88
Target Maturity 2029 Bond Fund,2020-02-25,Microsoft Corp.,912786,8682,256717858.51,818.23,108.43,200.64
Global Short Term Credit Fund,2017-10-21,Bank of America Corp.,335929,1956,410310207.18,850.45,45.96,567.69
Sustainable Retail Fund,2018-11-13,"Tesla, Inc.",989976,-6204,272005755.06,51.11,826.24,473.5
Fixed Maturity 2025 Bond Fund,2017-04-01,BP Plc,384471,9,61264839.87,210.13,472.3,256.91
International Fixed Duration Fund,2021-12-03,Ping An Insurance (Group) Co. of China Ltd.,795432,9976,402224974.46,392.95,852.51,930.53
Community Savings Bond Fund,2020-07-10,"Walmart, Inc.",977285,1262,120540915.27,495.81,773.27,220.61
Community Savings Bond Fund,2020-10-09,Procter & Gamble Co.,574035,-7962,233652174.78,61.81,296.18,42.54
Sustainable Retail Fund,2021-10-06,"Beyond Meat, Inc.",259347,-8321,394875775.01,858.22,601.99,919.36
Fixed Maturity 2025 Bond Fund,2020-02-20,Exxon Mobil Corp.,949165,-8278,32773262.27,577.06,238.77,991.42
Target Maturity 2029 Bond Fund,2018-11-29,"Apple, Inc.",612866,990,341068769.16,292.38,263.72,920.59
Global Short Term Credit Fund,2020-03-13,JPMorgan Chase & Co.,322729,-9168,286501534.21,21.63,56.11,993.35
Subordinated Financials Fund,2019-03-18,Morgan Stanley,522073,1725,374960331.67,69.12,699.76,497.88
Fixed Maturity 2027 Bond Fund,2019-07-11,Volkswagen AG,865093,-3635,349810417.88,759.42,250.55,433.88
International Fixed Duration Fund,2019-01-30,Allianz SE,596432,-3173,471873711.04,508.16,86.3,791.14
Target Maturity 2029 Bond Fund,2017-08-22,"Apple, Inc.",665764,-7760,253822280.61,860.36,448.56,206.75
Community Savings Bond Fund,2018-04-16,"Walmart, Inc.",258314,-5712,432685192.65,51.15,36.89,469.2
Fixed Maturity 2027 Bond Fund,2020-05-10,Ford Motor Co.,814923,-4204,8481121.38,918.52,593.06,982.01
Global Cross Asset Fund,2020-08-02,Alibaba Group Holding Ltd.,764736,-4476,440829364.77,916.09,102.55,539.69
Global Cross Asset Fund,2019-03-05,Johnson & Johnson,81302,-2207,340164395.1,667.01,596.19,908.2
Global Cross Asset Fund,2018-10-31,Johnson & Johnson,101349,6633,299647232.5,464.32,245.18,542.27
Target Maturity 2029 Bond Fund,2019-10-10,"Amazon.com, Inc.",297499,-5484,267371910.13,324.03,668.2,524.76
Target Maturity 2029 Bond Fund,2018-07-22,"Amazon.com, Inc.",261088,585,94559371.5,590.43,84.24,651.69
Sustainable Retail Fund,2019-02-11,"Beyond Meat, Inc.",866664,-177,239650591.15,751.31,545.23,660.06
Sustainable Retail Fund,2017-02-20,"The Hain Celestial Group, Inc.",621437,-2236,449873911.22,854.28,687.28,505.35
Fixed Maturity 2025 Bond Fund,2017-10-30,Exxon Mobil Corp.,770820,-3633,358458345.38,226.81,813.78,867.87
Sustainable Retail Fund,2017-01-20,"Beyond Meat, Inc.",24134,3087,422219574.2,656.73,146.07,961.17
Fixed Maturity 2027 Bond Fund,2022-08-06,Toyota Motor Corp.,915548,2340,94730430.09,863.9,543.14,514.49
International Fixed Duration Fund,2017-09-29,AXA SA,132692,5614,26958735.67,615.14,370.71,678.79
Subordinated Financials Fund,2022-07-28,"Goldman Sachs Group, Inc.",189801,2530,479267324.66,263.54,473.8,913.65
Global Cross Asset Fund,2018-05-08,Johnson & Johnson,46392,-5164,51866047.97,320.04,367.3,269.0
Fixed Maturity 2027 Bond Fund,2018-12-11,Toyota Motor Corp.,823469,5691,48682701.98,336.9,482.72,495.12
Fixed Maturity 2027 Bond Fund,2020-11-11,Volkswagen AG,296978,5308,389908210.38,254.71,285.53,515.57
Global Cross Asset Fund,2020-09-27,"Berkshire Hathaway, Inc.",668178,-9579,150879569.19,824.4,313.85,264.85
Global Short Term Credit Fund,2022-08-26,Bank of America Corp.,276844,-4247,88728668.18,792.11,82.64,760.18
International Fixed Duration Fund,2020-06-12,Allianz SE,223076,7080,310135341.95,872.07,751.1,419.63
Sustainable Retail Fund,2017-02-11,"Beyond Meat, Inc.",769075,-6036,375265541.07,896.36,576.53,579.1
Subordinated Financials Fund,2022-09-03,Citigroup Inc.,181684,7518,286927250.38,12.12,891.86,707.84
Global Short Term Credit Fund,2021-10-31,JPMorgan Chase & Co.,921288,-1961,372591403.01,870.25,76.44,899.28
Global Cross Asset Fund,2018-03-02,Alibaba Group Holding Ltd.,307608,-1013,465683446.48,948.07,829.67,367.81
Subordinated Financials Fund,2022-08-23,Morgan Stanley,738870,-6157,244662855.3,921.89,694.96,843.83
Community Savings Bond Fund,2020-03-06,Procter & Gamble Co.,371867,3299,484649767.18,303.91,170.58,299.05
Global Short Term Credit Fund,2020-10-28,JPMorgan Chase & Co.,179128,5972,499319327.79,709.62,44.08,240.36
Fixed Maturity 2027 Bond Fund,2022-11-04,Ford Motor Co.,576981,-3619,325940473.21,209.73,108.23,17.78
Target Maturity 2029 Bond Fund,2019-07-27,"Apple, Inc.",194213,-4410,191927040.5,976.58,859.77,80.6
Target Maturity 2029 Bond Fund,2019-05-13,Microsoft Corp.,547199,168,59793544.95,701.4,616.5,404.52
Subordinated Financials Fund,2018-07-22,Citigroup Inc.,43213,-9941,163534581.28,367.9,376.12,310.76
Global Cross Asset Fund,2021-08-06,Johnson & Johnson,776689,9753,314344619.84,105.46,428.55,483.18
Community Savings Bond Fund,2019-02-17,"Walmart, Inc.",672725,-7207,146880794.17,50.25,476.95,116.83
Target Maturity 2029 Bond Fund,2019-11-12,Microsoft Corp.,509365,-967,298374552.03,80.83,47.18,757.18
Fixed Maturity 2025 Bond Fund,2021-05-07,Exxon Mobil Corp.,125824,-7627,379730607.18,541.12,761.64,991.07
Sustainable Retail Fund,2021-06-24,"Beyond Meat, Inc.",161687,-2697,157097069.41,953.77,440.52,949.58
Global Short Term Credit Fund,2021-09-11,JPMorgan Chase & Co.,198886,9005,119929342.94,51.86,356.48,700.63
Community Savings Bond Fund,2019-05-17,Procter & Gamble Co.,776364,5949,498355113.63,756.34,212.87,478.76
International Fixed Duration Fund,2017-07-10,Allianz SE,936422,-2461,428666684.97,362.1,670.47,107.4
Fixed Maturity 2027 Bond Fund,2021-08-13,Toyota Motor Corp.,127709,1732,323997378.62,96.87,189.62,678.62
Target Maturity 2029 Bond Fund,2018-10-20,Microsoft Corp.,198201,3110,152353580.37,876.34,988.67,869.96
International Fixed Duration Fund,2017-09-06,AXA SA,882665,9418,335746697.66,942.55,645.57,891.4
Global Cross Asset Fund,2020-10-07,"Berkshire Hathaway, Inc.",947783,-8955,426440890.37,244.32,686.87,280.26
Sustainable Retail Fund,2021-11-16,"The Hain Celestial Group, Inc.",822824,-2738,34273683.09,587.34,628.78,850.45
Fixed Maturity 2027 Bond Fund,2018-01-24,Ford Motor Co.,765783,5996,408950370.61,206.75,400.23,800.59
Global Short Term Credit Fund,2018-02-05,JPMorgan Chase & Co.,449826,-6981,197733033.8,993.04,559.89,678.16
Target Maturity 2029 Bond Fund,2018-05-22,"Apple, Inc.",982651,5895,465527084.19,241.05,67.33,121.99
Impact Credit Strategies Fund,2017-01-11,Vestas Wind Systems A/S,679649,-3581,379352645.06,571.81,547.22,305.96
Global Cross Asset Fund,2021-05-18,"Berkshire Hathaway, Inc.",980437,-142,31196660.97,128.21,413.04,635.35
Sustainable Retail Fund,2017-01-04,"Tesla, Inc.",221223,-1787,481344438.84,365.92,289.92,70.93
Fixed Maturity 2027 Bond Fund,2019-11-30,Ford Motor Co.,132858,5195,396845186.9,696.68,537.81,725.46
Global Cross Asset Fund,2019-08-31,Alibaba Group Holding Ltd.,632178,7089,154528359.77,166.7,889.3,314.28
Global Cross Asset Fund,2017-11-09,Johnson & Johnson,709407,-1248,465808539.8,246.25,809.75,418.96
Global Short Term Credit Fund,2017-06-29,Bank of America Corp.,476780,-8103,407822367.35,140.46,358.15,830.92
Impact Credit Strategies Fund,2017-04-15,Vestas Wind Systems A/S,467358,8322,266938586.62,372.0,219.26,174.9
Equity Diversified Selection Fund,2017-08-05,Google LLC,882482,-9906,212518431.56,624.41,686.29,604.61
Global Short Term Credit Fund,2021-07-04,JPMorgan Chase & Co.,662401,5355,83941520.51,779.31,563.99,173.52
Community Savings Bond Fund,2021-11-05,"Walmart, Inc.",680168,1361,217049986.56,71.59,567.3,669.92
Impact Credit Strategies Fund,2017-02-20,"SolarEdge Technologies, Inc.",28420,7822,403235478.43,645.15,566.2,797.54
Fixed Maturity 2027 Bond Fund,2019-06-11,Ford Motor Co.,271533,7645,269531967.67,359.29,931.64,869.67
Subordinated Financials Fund,2019-01-18,Citigroup Inc.,870859,-9705,119782289.53,69.27,302.08,983.37
Global Short Term Credit Fund,2020-03-25,HSBC Holdings Plc,134743,-7290,285175843.19,73.81,956.36,277.69
Subordinated Financials Fund,2022-12-17,Citigroup Inc.,282735,2926,400786006.59,309.96,14.6,345.32
Community Savings Bond Fund,2017-08-13,Procter & Gamble Co.,705035,9073,192117350.61,853.52,272.18,677.13
International Fixed Duration Fund,2018-02-11,Allianz SE,634076,-8881,417588717.43,924.68,903.09,638.94
Community Savings Bond Fund,2022-07-29,Nestlé SA,70766,-9628,90227879.38,501.33,215.24,598.83
Fixed Maturity 2027 Bond Fund,2019-11-04,Toyota Motor Corp.,637343,-4241,141389158.19,594.19,990.78,135.62
Sustainable Retail Fund,2020-04-13,"The Hain Celestial Group, Inc.",583595,-154,329330128.16,541.76,119.75,325.9
International Fixed Duration Fund,2021-06-26,Ping An Insurance (Group) Co. of China Ltd.,251104,7316,313799934.77,67.62,135.97,379.8
Fixed Maturity 2025 Bond Fund,2021-07-20,Chevron Corp.,503272,-1926,32277080.01,807.48,549.19,75.81
Global Cross Asset Fund,2017-08-08,Alibaba Group Holding Ltd.,62747,-7551,362077558.23,700.88,481.93,488.68
Equity Diversified Selection Fund,2022-06-10,"Facebook, Inc.",847417,-3760,45790515.32,496.49,112.17,520.62
Sustainable Retail Fund,2021-05-09,"Tesla, Inc.",299484,6548,238915938.34,798.32,998.43,200.14
Equity Diversified Selection Fund,2018-04-04,"Facebook, Inc.",739681,-1301,211596376.42,978.38,892.25,836.77
Community Savings Bond Fund,2022-03-07,Nestlé SA,34277,-2596,302280922.1,265.8,77.69,740.14
Target Maturity 2029 Bond Fund,2018-07-13,Microsoft Corp.,338978,-3002,314922990.9,86.4,524.68,726.83
Fixed Maturity 2027 Bond Fund,2017-03-18,Toyota Motor Corp.,78060,-4165,7535027.86,882.76,23.38,278.04
Sustainable Retail Fund,2020-08-28,"Tesla, Inc.",386638,2449,44693649.54,694.5,813.33,127.75
Target Maturity 2029 Bond Fund,2018-10-30,"Amazon.com, Inc.",856174,-9465,388744776.94,840.43,663.45,454.12
Fixed Maturity 2027 Bond Fund,2022-11-02,Volkswagen AG,576571,3600,452522369.44,341.65,758.32,299.98
Subordinated Financials Fund,2022-03-01,Citigroup Inc.,133547,-7600,38894265.44,118.43,483.26,13.43
Impact Credit Strategies Fund,2018-02-13,"First Solar, Inc.",240939,-4676,45335818.74,902.95,164.4,495.82
Community Savings Bond Fund,2019-03-02,Nestlé SA,216614,-9129,25419354.3,464.53,535.57,546.82
Impact Credit Strategies Fund,2017-02-08,Vestas Wind Systems A/S,87359,6411,316272311.28,937.98,828.94,441.43
Global Short Term Credit Fund,2018-11-23,HSBC Holdings Plc,495702,2882,463936925.38,202.2,633.72,857.47
Global Short Term Credit Fund,2019-05-06,Bank of America Corp.,131436,2187,142515900.56,749.62,335.99,337.14
Global Cross Asset Fund,2019-07-22,Johnson & Johnson,203936,-9672,249907692.01,240.7,48.14,712.12
Impact Credit Strategies Fund,2017-08-11,"First Solar, Inc.",843432,4521,425016408.42,187.69,890.75,525.91
Global Cross Asset Fund,2021-02-06,Johnson & Johnson,842119,-9870,154400542.52,801.95,173.29,861.7
Global Cross Asset Fund,2022-11-07,Alibaba Group Holding Ltd.,231038,-3320,380895431.11,991.11,945.51,942.61
Fixed Maturity 2027 Bond Fund,2018-08-03,Volkswagen AG,261607,-9049,420908888.85,496.27,950.15,935.89
Equity Diversified Selection Fund,2018-10-07,Google LLC,7791,182,483405554.54,233.36,910.48,99.69
Sustainable Retail Fund,2019-02-06,"Beyond Meat, Inc.",317140,-2955,335383204.69,459.38,957.32,933.18
International Fixed Duration Fund,2019-06-08,AXA SA,737090,4362,328280028.19,498.36,436.91,442.52
Impact Credit Strategies Fund,2017-08-30,"SolarEdge Technologies, Inc.",394658,2000,10778265.89,230.07,831.65,321.45
Global Cross Asset Fund,2017-12-09,Johnson & Johnson,82815,7952,74569883.2,38.71,871.17,612.15
Subordinated Financials Fund,2022-06-09,Morgan Stanley,721652,3923,46807959.45,505.68,966.03,983.37
Target Maturity 2029 Bond Fund,2020-02-08,Microsoft Corp.,534099,-7687,270202370.61,464.58,469.98,514.66
Target Maturity 2029 Bond Fund,2017-09-17,"Apple, Inc.",105243,-2449,485669636.24,267.36,962.73,163.57
International Fixed Duration Fund,2018-12-22,Allianz SE,328915,6492,177128144.0,99.95,803.43,531.71
Equity Diversified Selection Fund,2020-05-01,"Netflix, Inc.",670301,2325,2756205.12,477.45,114.38,250.35
Target Maturity 2029 Bond Fund,2021-10-02,Microsoft Corp.,684483,1800,335720915.77,206.08,931.37,407.37
Sustainable Retail Fund,2019-03-07,"Beyond Meat, Inc.",579907,-6217,341550001.22,871.85,928.95,170.06
Fixed Maturity 2027 Bond Fund,2021-04-20,Toyota Motor Corp.,690577,2020,80151386.87,86.97,24.39,964.45
Sustainable Retail Fund,2021-02-06,"The Hain Celestial Group, Inc.",460604,-2105,476374437.02,525.07,442.9,790.06
Target Maturity 2029 Bond Fund,2018-06-07,"Apple, Inc.",764319,5571,414511438.12,743.18,843.78,762.26
Global Cross Asset Fund,2018-09-12,Alibaba Group Holding Ltd.,83988,8656,493035192.59,666.92,657.4,565.43
Fixed Maturity 2025 Bond Fund,2020-12-13,BP Plc,759169,3054,8227020.06,675.07,958.76,914.72
Fixed Maturity 2027 Bond Fund,2021-07-17,Ford Motor Co.,942444,9950,144394431.89,299.7,533.25,829.44
Community Savings Bond Fund,2022-02-18,Procter & Gamble Co.,337044,4634,193391524.85,333.24,862.83,801.61
Fixed Maturity 2025 Bond Fund,2020-04-24,Exxon Mobil Corp.,31914,4108,288011469.66,46.06,242.22,810.79
Global Short Term Credit Fund,2022-02-28,HSBC Holdings Plc,118763,-5886,430815246.36,149.72,873.41,521.33
Sustainable Retail Fund,2017-04-26,"Tesla, Inc.",136059,-5602,328470094.18,32.48,435.92,321.96
International Fixed Duration Fund,2020-07-07,Ping An Insurance (Group) Co. of China Ltd.,150506,-3595,108972916.44,473.44,932.23,33.17
International Fixed Duration Fund,2022-11-29,Allianz SE,838815,2456,403654775.3,843.55,482.03,939.62
Community Savings Bond Fund,2018-05-31,Nestlé SA,114559,7315,267345407.25,485.35,146.17,249.77
Impact Credit Strategies Fund,2020-09-11,"SolarEdge Technologies, Inc.",816458,-1652,332167374.06,241.45,661.14,863.92
Impact Credit Strategies Fund,2017-01-30,Vestas Wind Systems A/S,289602,-2021,8607621.42,464.12,415.41,461.29
Sustainable Retail Fund,2021-04-01,"Beyond Meat, Inc.",510538,-3995,421787305.66,688.69,401.95,882.0
International Fixed Duration Fund,2021-06-11,AXA SA,612245,7285,370280438.12,500.7,141.15,105.93
Global Short Term Credit Fund,2019-10-30,HSBC Holdings Plc,3599,-8416,271642037.11,969.83,421.64,594.17
Fixed Maturity 2025 Bond Fund,2022-12-26,BP Plc,685053,-6453,203962963.62,735.02,388.53,971.73
Global Short Term Credit Fund,2022-10-15,JPMorgan Chase & Co.,623540,-1686,441702319.06,738.14,185.5,236.55
Community Savings Bond Fund,2020-10-05,"Walmart, Inc.",989565,-9000,214278271.2,742.06,533.8,500.15
Subordinated Financials Fund,2021-02-17,Citigroup Inc.,250270,447,493341901.08,777.65,903.79,917.2
Global Cross Asset Fund,2018-08-20,Alibaba Group Holding Ltd.,708525,8459,421399849.07,115.51,879.56,997.9
Sustainable Retail Fund,2019-02-28,"Tesla, Inc.",444646,4862,362775968.76,401.33,938.7,727.98
Fixed Maturity 2025 Bond Fund,2021-03-21,Exxon Mobil Corp.,600976,9250,248792930.88,628.32,530.21,324.08
Sustainable Retail Fund,2021-03-15,"Beyond Meat, Inc.",850674,1667,328991528.36,235.06,523.28,898.21
Fixed Maturity 2027 Bond Fund,2019-08-20,Ford Motor Co.,169356,8939,278491088.04,96.91,803.85,957.04
