FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Impact Credit Strategies Fund,2023-08-14,"Verizon Communications, Inc.",1559,4174,370581.69438923884,25.306166957563946,32.904832806877195,188.17437276003997
Global Short Term Credit Fund,2023-08-13,China Mobile Ltd.,1713,4234,653654.6585311091,124.01077737482535,534.2625460771783,232.47545059314132
Equity Diversified Selection Fund,2023-08-12,Sony Group Corp.,5593,267,863061.2063325617,257.44167377237375,14.244230402764224,601.7199288677252
Global Short Term Credit Fund,2023-08-11,TotalEnergies SE,4988,2638,140757.9945238439,818.4561424907821,791.6791987500518,321.18197230698905
International Fixed Duration Fund,2023-08-10,Bayerische Motoren Werke AG,7203,-2462,815664.1554875614,470.65969764873057,315.78609366845234,989.2896250841213
International Fixed Duration Fund,2023-08-09,"UnitedHealth Group, Inc.",1256,-4139,814695.1607223052,919.2115711944597,767.9347552961357,203.16190494023272
Fixed Maturity 2025 Bond Fund,2023-08-08,Industrial & Commercial Bank of China Ltd.,9768,-3124,591050.1630241852,791.2569748538169,945.3454082865362,807.5539965786126
Target Maturity 2029 Bond Fund,2023-08-07,"Verizon Communications, Inc.",1037,-1474,763041.4601822455,294.23709804556677,976.3242036135969,104.87785632172762
Fixed Maturity 2027 Bond Fund,2023-08-06,Bayerische Motoren Werke AG,9652,4877,190061.8911700715,846.9085350147078,895.1700690693581,359.91209667652424
Global Short Term Credit Fund,2023-08-05,Industrial & Commercial Bank of China Ltd.,2832,-3378,177890.14081250626,125.55759200664947,212.10201864321652,251.3248752039933
Global Short Term Credit Fund,2023-08-04,Sony Group Corp.,8600,518,864172.0337874398,45.75634524946304,202.6541682287169,977.0675891439508
Community Savings Bond Fund,2023-08-03,Mercedes-Benz Group AG,6167,-2343,503166.9528622212,612.4527397041826,629.5226285573655,35.47327397968162
International Fixed Duration Fund,2023-08-02,Tencent Holdings Ltd.,1432,-3068,253477.8421103206,348.32560453084227,548.613145425496,724.4528304435541
Fixed Maturity 2027 Bond Fund,2023-08-01,Shell Plc,5151,3699,691843.0540302605,336.1314297960207,19.43926172333536,255.244904146889
Sustainable Retail Fund,2023-07-31,Industrial & Commercial Bank of China Ltd.,7411,-1522,892956.4152648788,690.3361042703706,397.81007763981586,813.1361759607529
Fixed Maturity 2025 Bond Fund,2023-07-30,"Verizon Communications, Inc.",2751,-2344,635999.4194848073,851.6027895446747,907.6240954620035,318.112155589332
Target Maturity 2029 Bond Fund,2023-07-29,"PetroChina Co., Ltd.",5997,4313,353871.59251061705,328.95375028679945,899.3754287306633,195.4114025613684
European High Yield Bond Fund,2023-07-28,Comcast Corp.,6720,-4711,488405.3876400844,331.7636838022758,211.8678152550745,696.10945290903
Target Maturity 2029 Bond Fund,2023-07-27,Pfizer Inc.,8616,2011,754746.7663358861,538.5125288994632,388.1434384656881,265.0007703508609
Equity Diversified Selection Fund,2023-07-26,TotalEnergies SE,1256,858,76826.21658366364,656.6517660596354,564.7623508861218,490.6914012786314
Impact Credit Strategies Fund,2023-07-25,"Verizon Communications, Inc.",1671,2323,224992.87079687783,210.87673759962607,854.2564224413021,140.21808809090453
Equity Diversified Selection Fund,2023-07-24,Comcast Corp.,1489,-2171,467957.35478295275,913.5523613827539,536.6744948489347,727.3520309327408
Global Short Term Credit Fund,2023-07-23,Pfizer Inc.,7889,962,608198.5544561277,657.872358613492,968.5178143384045,412.767843003334
Fixed Maturity 2025 Bond Fund,2023-07-22,Deutsche Telekom AG,3096,-188,345773.93513190123,628.9101932544172,801.0616166080091,149.17396184288836
Impact Credit Strategies Fund,2023-07-21,Comcast Corp.,2682,2264,305407.0126511819,905.1536797070905,953.5609542488357,744.1790963230721
Fixed Maturity 2027 Bond Fund,2023-07-20,Intel Corp.,3460,4592,50970.35374272408,908.1924297885323,734.1772961925798,112.32857011141888
European High Yield Bond Fund,2023-07-19,Saudi Arabian Oil Co.,5529,3758,42275.754330933065,144.1946194202244,878.8478979689046,579.0722182838765
International Fixed Duration Fund,2023-07-18,"AbbVie, Inc.",6121,-3527,285907.9057597973,153.62474894006857,832.693754454071,611.4103179931508
Fixed Maturity 2025 Bond Fund,2023-07-17,"AT&T, Inc.",2975,-3013,535201.0390886476,764.3292119507462,261.30009692371675,931.0469953709505
Fixed Maturity 2025 Bond Fund,2023-07-16,Industrial & Commercial Bank of China Ltd.,4216,2673,560807.7814809574,957.3111460885308,237.24105921972603,159.4706935597835
Equity Diversified Selection Fund,2023-07-15,"Taiwan Semiconductor Manufacturing Co., Ltd.",5515,-1740,499087.21793820016,669.8485417279769,865.7395912021642,656.812896132967
Global Short Term Credit Fund,2023-07-14,"PetroChina Co., Ltd.",6692,2490,415781.87716280593,417.20382862109835,93.8309601451197,386.96089558131393
Global Cross Asset Fund,2023-07-13,Petróleo Brasileiro SA,5939,1739,259768.67336870756,686.6384083760081,414.47796865273455,406.8062035560463
Equity Diversified Selection Fund,2023-07-12,Petróleo Brasileiro SA,6563,-1749,406687.48727685434,236.52346059297344,822.4511925827035,506.8069301243701
Fixed Maturity 2025 Bond Fund,2023-07-11,Gazprom PJSC,3963,905,147372.36573165836,997.9866368097059,815.1069385227619,241.4467659285152
Community Savings Bond Fund,2023-07-10,Pfizer Inc.,5529,300,124106.63673577644,436.77436568042793,147.39498257346685,466.5714065629335
European High Yield Bond Fund,2023-07-09,Industrial & Commercial Bank of China Ltd.,7786,54,306943.8242456535,932.3691424836086,492.83270284863727,689.9777067168267
Equity Diversified Selection Fund,2023-07-08,"UnitedHealth Group, Inc.",7200,-3284,995395.3084629474,436.4900723351372,485.0340786978795,462.5419091529747
European High Yield Bond Fund,2023-07-07,Intel Corp.,1976,4204,333231.9780412345,928.8583833107043,330.4842379148263,52.08334305777839
Community Savings Bond Fund,2023-07-06,Gazprom PJSC,8345,-3690,937091.8264515542,342.3285870651165,918.0093336136933,265.24798506940925
Sustainable Retail Fund,2023-07-05,TotalEnergies SE,1045,-4383,398339.52431001706,762.9375548092487,656.5864358856745,357.94561062557847
Community Savings Bond Fund,2023-07-04,"Samsung Electronics Co., Ltd.",2193,-743,444619.89128761325,951.4919922849261,980.3856149459268,361.1739255207373
Community Savings Bond Fund,2023-07-03,"AbbVie, Inc.",5512,1099,799092.2543702072,649.5208714138106,76.09854871849123,90.19682359412859
European High Yield Bond Fund,2023-07-02,"Verizon Communications, Inc.",5943,-4532,102701.94417298214,680.7895735171273,400.40667118182245,455.0748461010905
Target Maturity 2029 Bond Fund,2023-07-01,Tencent Holdings Ltd.,7282,905,190490.1903577031,111.85738286883064,836.7861864778225,695.0295287986813
European High Yield Bond Fund,2023-06-30,Petróleo Brasileiro SA,1246,-3861,974101.8623254625,479.4777476922619,428.4588125200376,58.18529786813708
Global Cross Asset Fund,2023-06-29,"AT&T, Inc.",4219,4628,510858.1665610877,887.8878520259196,269.25924677289095,753.4149306494983
Global Short Term Credit Fund,2023-06-28,"Verizon Communications, Inc.",9983,3728,53866.58538654399,248.50073786841097,997.8294688739361,955.5541509338238
Impact Credit Strategies Fund,2023-06-27,"UnitedHealth Group, Inc.",1636,-4049,56906.92572549,790.4793833633299,874.3936408052907,19.244774807887808
Target Maturity 2029 Bond Fund,2023-06-26,Industrial & Commercial Bank of China Ltd.,4775,3012,908168.2769396189,678.9527869459017,551.0089246864541,201.7553927728232
International Fixed Duration Fund,2023-06-25,Comcast Corp.,3421,-1994,874631.4386631304,230.75610509313208,566.0921438841415,548.0529045218393
Impact Credit Strategies Fund,2023-06-24,"Samsung Electronics Co., Ltd.",5183,1075,463815.1158756491,289.96329321528475,16.7943309817767,225.86899168456816
Global Short Term Credit Fund,2023-06-23,"AT&T, Inc.",1712,2890,171589.86508515276,433.2852911194902,981.1846350742808,766.9797713610892
Equity Diversified Selection Fund,2023-06-22,"AT&T, Inc.",6845,952,831981.7602988549,133.87792336551837,808.2322102884167,319.0129718098487
Global Cross Asset Fund,2023-06-21,Mercedes-Benz Group AG,6323,2077,331354.106206854,914.2375841866249,46.36206594918257,300.68902949473886
Global Cross Asset Fund,2023-06-20,"UnitedHealth Group, Inc.",7032,4042,424867.8146764644,741.9640290213349,184.5668902375649,10.914637025607467
International Fixed Duration Fund,2023-06-19,Mercedes-Benz Group AG,4644,-3029,685651.6152588248,371.3144590035439,822.8209179944505,277.42492630639293
Target Maturity 2029 Bond Fund,2023-06-18,TotalEnergies SE,8773,-3809,359864.3698735779,306.66884035191214,95.99689278924109,225.4938166877903
Sustainable Retail Fund,2023-06-17,"Samsung Electronics Co., Ltd.",3108,-1080,632383.2274313101,692.6830816092537,942.3678702344714,349.808557471051
Community Savings Bond Fund,2023-06-16,Shell Plc,4614,2765,886429.8833381585,429.9787127332137,999.8921515291189,156.1800864940572
Target Maturity 2029 Bond Fund,2023-06-15,"UnitedHealth Group, Inc.",7957,1193,799399.5360867326,237.043206186022,887.5684814844893,598.7021797582698
Sustainable Retail Fund,2023-06-14,Deutsche Telekom AG,6279,-1954,387794.9631284888,435.8492454440198,741.5149494639417,246.35412805741936
Global Cross Asset Fund,2023-06-13,Bayerische Motoren Werke AG,5332,-4696,295057.1891566975,872.5840133903465,492.40952765708545,833.4333561006941
European High Yield Bond Fund,2023-06-12,Pfizer Inc.,4900,1339,292655.3442521634,77.92057017456382,91.60528058389984,291.7123672702359
Global Short Term Credit Fund,2023-06-11,Saudi Arabian Oil Co.,8939,3043,355105.23887281725,374.6746648090929,733.1417695237799,218.76090346506373
International Fixed Duration Fund,2023-06-10,Industrial & Commercial Bank of China Ltd.,7963,-92,498581.81685752457,962.7160287869937,402.8965024876076,66.1838483200404
Global Short Term Credit Fund,2023-06-09,"Samsung Electronics Co., Ltd.",5568,-2196,422431.5058870037,24.6835240300351,574.5263448352077,742.5076231215264
Fixed Maturity 2027 Bond Fund,2023-06-08,Shell Plc,8838,-1064,141673.98077778125,891.7339143559064,300.45657138021187,513.1260932871803
Fixed Maturity 2027 Bond Fund,2023-06-07,Shell Plc,2845,-4288,171821.29975056922,381.0853615913878,249.73444941959406,122.64516740667798
Equity Diversified Selection Fund,2023-06-06,"UnitedHealth Group, Inc.",1382,1848,349500.3133042016,197.62302252970252,331.05398905994093,229.1214347913365
Target Maturity 2029 Bond Fund,2023-06-05,Pfizer Inc.,5112,4873,566443.4590582687,24.829949996984702,815.6897431795759,998.7318813392442
Global Cross Asset Fund,2023-06-04,Shell Plc,8069,4525,596737.3106321598,79.81757338480811,432.2266247579643,807.9684395157436
Global Cross Asset Fund,2023-06-03,Deutsche Telekom AG,4810,3366,491344.9942476637,180.1249305819503,318.59083284292274,356.37079090991335
Community Savings Bond Fund,2023-06-02,Shell Plc,2509,-1795,741388.1223954394,35.15514599578242,438.6406933021716,547.1292823091904
Community Savings Bond Fund,2023-06-01,Saudi Arabian Oil Co.,8573,185,739876.3008691693,342.49136940910455,41.96449228700362,421.85698731158726
Community Savings Bond Fund,2023-05-31,Reliance Industries Ltd.,2578,4608,433351.19697051466,54.444183230676465,891.6982399872294,46.02566974684791
European High Yield Bond Fund,2023-05-30,Pfizer Inc.,1879,1506,133196.40265333484,695.2939012260326,556.2439435752095,780.8902391207773
Impact Credit Strategies Fund,2023-05-29,Deutsche Telekom AG,3162,-3228,534873.022069452,820.7180424020852,113.77796484945848,719.8162520909951
Fixed Maturity 2025 Bond Fund,2023-05-28,Bayerische Motoren Werke AG,8714,-3926,387654.3733538943,888.5892843353807,295.5228626296439,414.71429135091887
Impact Credit Strategies Fund,2023-05-27,Reliance Industries Ltd.,2359,447,146543.75986606628,553.6368991596419,983.7172213889968,847.4381655118211
Global Short Term Credit Fund,2023-05-26,Reliance Industries Ltd.,5431,3783,981999.0378651909,947.0444457680668,597.1268521398839,539.3917039403223
Impact Credit Strategies Fund,2023-05-25,"Samsung Electronics Co., Ltd.",9148,264,376057.83538730117,15.588996054169172,298.490838030847,74.55635501768539
European High Yield Bond Fund,2023-05-24,Industrial & Commercial Bank of China Ltd.,4960,2322,629539.8612250186,142.67813894248147,432.08220475233423,266.8122273444125
Equity Diversified Selection Fund,2023-05-23,"Samsung Electronics Co., Ltd.",4811,1651,495227.57272323064,300.234320923606,265.89003164098153,467.1551077249876
Global Short Term Credit Fund,2023-05-22,"UnitedHealth Group, Inc.",5242,-2590,151399.99642459844,791.1341975346944,41.48621454834421,112.41474632368917
Impact Credit Strategies Fund,2023-05-21,Pfizer Inc.,5217,4039,64988.18713884486,886.5352487325185,843.6097318305335,575.370380934276
European High Yield Bond Fund,2023-05-20,Shell Plc,1080,1441,629511.7209311393,621.953106793017,299.55385529091603,129.36248006656746
Fixed Maturity 2025 Bond Fund,2023-05-19,TotalEnergies SE,3732,3685,254551.65164440672,389.4039809650472,840.0266314664618,208.50310362940604
Impact Credit Strategies Fund,2023-05-18,Bayerische Motoren Werke AG,8833,3737,251217.45961757787,669.1871475502032,483.77149604678414,895.0438247248461
European High Yield Bond Fund,2023-05-17,Deutsche Telekom AG,3709,4732,957406.4278132075,189.09037830412245,191.06569057815094,999.8142641608216
Community Savings Bond Fund,2023-05-16,Comcast Corp.,3422,4075,467155.57126817846,463.29531165070773,803.850006272612,554.7508106062199
Global Cross Asset Fund,2023-05-15,"UnitedHealth Group, Inc.",4641,-1044,39131.805835682346,512.468657340057,383.34036624523657,623.4521240304472
Community Savings Bond Fund,2023-05-14,Shell Plc,1667,1553,346444.2879983087,113.82250880110246,710.6518959285543,799.456835457166
Global Cross Asset Fund,2023-05-13,"Verizon Communications, Inc.",3496,1869,588646.6268297044,43.533933619390226,838.8573723384451,699.1781012420485
International Fixed Duration Fund,2023-05-12,"AbbVie, Inc.",4499,2531,335281.74433194957,752.6044423766447,963.3557997804152,190.64187920816917
International Fixed Duration Fund,2023-05-11,"Samsung Electronics Co., Ltd.",9080,-1906,36583.43449380089,539.3592956869114,94.95638726037953,417.5548092930599
International Fixed Duration Fund,2023-05-10,Comcast Corp.,7823,-2635,449868.152812068,338.9163148591561,18.30261702203296,539.7653537193165
Fixed Maturity 2025 Bond Fund,2023-05-09,Tencent Holdings Ltd.,2189,1668,114847.27281303007,442.8563453445386,552.940731707223,366.11487222524096
Community Savings Bond Fund,2023-05-08,Deutsche Telekom AG,7604,0,622968.4244160773,958.1263791108632,271.5985522562501,184.34510806021697
Global Cross Asset Fund,2023-05-07,Deutsche Telekom AG,9650,2920,623391.2292204611,391.0646341948111,474.41077184614056,738.7522106207591
European High Yield Bond Fund,2023-05-06,Sony Group Corp.,2025,-1653,47381.54820241671,112.44443438723535,81.93210028454638,206.85794102856423
Global Short Term Credit Fund,2023-05-05,Sony Group Corp.,8785,-1325,297759.5989833835,468.9661577677103,506.5731562066261,267.88106941478605
European High Yield Bond Fund,2023-05-04,China Mobile Ltd.,1071,-4048,419549.4011016138,651.567889743288,133.607096646359,293.65441897714817
Global Short Term Credit Fund,2023-05-03,Shell Plc,6546,-1700,554761.4568805862,21.991984938892603,840.2018806170606,170.16143817120786
Fixed Maturity 2027 Bond Fund,2023-05-02,Reliance Industries Ltd.,3685,-1821,303102.7954111131,339.0171544150287,761.8919346100922,851.0561067653794
European High Yield Bond Fund,2023-05-01,Reliance Industries Ltd.,8372,-1753,294869.0474258842,399.5792759291453,83.33284243506972,614.5101556760492
Impact Credit Strategies Fund,2023-04-30,Pfizer Inc.,2848,-585,983185.0046877568,469.0776973063063,837.9868511806549,836.4006486922174
Impact Credit Strategies Fund,2023-04-29,Gazprom PJSC,3022,-1643,51444.16776369091,308.66735173771076,331.70890750037637,498.79202037401814
Target Maturity 2029 Bond Fund,2023-04-28,Petróleo Brasileiro SA,7338,1472,989154.9599502403,670.2530358812145,359.3311454485576,524.367409719528
Community Savings Bond Fund,2023-04-27,"Verizon Communications, Inc.",4741,996,57274.421667612565,945.2621314885541,188.00553849914596,619.9831838330206
Global Short Term Credit Fund,2023-04-26,"Samsung Electronics Co., Ltd.",2298,-152,295458.013516739,914.8581942793182,836.9510802775533,377.210348491395
Global Short Term Credit Fund,2023-04-25,"Taiwan Semiconductor Manufacturing Co., Ltd.",5102,475,498753.94641965657,667.7494806609266,410.6587062099406,501.6182538827925
Equity Diversified Selection Fund,2023-04-24,"PetroChina Co., Ltd.",1904,-3963,151865.35958418195,511.8152254828076,58.347511973510564,551.4459777770049
Community Savings Bond Fund,2023-04-23,"Samsung Electronics Co., Ltd.",4026,3262,143497.8988935366,827.5569751772427,966.5871315479013,954.0070118154786
Fixed Maturity 2025 Bond Fund,2023-04-22,Petróleo Brasileiro SA,7709,2008,263749.5861283364,837.5778159799779,263.3283418212536,884.0790505062851
Target Maturity 2029 Bond Fund,2023-04-21,Bayerische Motoren Werke AG,5711,931,973772.1117378338,831.277322291498,936.8155051274073,137.9533889997776
Fixed Maturity 2025 Bond Fund,2023-04-20,Shell Plc,9021,642,386315.6902858185,166.2674784907057,308.2259790202929,50.869642124591955
Fixed Maturity 2025 Bond Fund,2023-04-19,Bayerische Motoren Werke AG,6969,-4895,570334.8898865,35.17801794832077,833.112328751133,683.5306122405972
