LP,FUND,VINTAGE,TOTAL_COMMITMENT_EU,COMMITMENT_CALLED_EU,COMMITMENT_UNCALLED_EU,DISTRIBUTED_EU,RECALLABLE_EU,NAV_EU,SFDR,ASSET_CLASS,COMMENTAIRES
La Financière Saint James,Global Cross Asset Fund,2017,178,72,106,30,0,95,6,Private Equity,
La Financière Saint James,Equity Diversified Selection Fund,2020,102,64,38,21,0,3,8,Private Debt,
MJ & Cie,Global Short Term Credit Fund,2020,190,90,100,1,0,43,8,Private Equity,
MJ & Cie,International Fixed Duration Fund,2021,492,413,79,92,5,72,8,Private Debt,
MJ & Cie,Community Savings Bond Fund,2022,406,241,165,86,41,82,9,Private Debt,
MJ & Cie,European High Yield Bond Fund,2021,239,153,85,13,5,53,6,Private Equity,
MJ & Cie,Fixed Maturity 2027 Bond Fund,2022,243,157,86,38,14,20,8,Private Equity,
MJ & Cie,Fixed Maturity 2025 Bond Fund,2017,276,13,263,0,0,64,6,Private Debt,
MJ & Cie,Target Maturity 2029 Bond Fund,2019,267,214,52,105,46,89,6,Private Debt,
MJ & Cie,Impact Credit Strategies Fund,2022,322,101,222,15,3,87,6,Private Equity,
MJ & Cie,Global Cross Asset Fund,2018,462,393,69,95,14,32,6,Private Debt,
MJ & Cie,Equity Diversified Selection Fund,2022,134,55,79,3,1,23,9,Private Equity,
Otium Capital,Global Short Term Credit Fund,2022,271,175,96,47,17,50,8,Private Debt,
Otium Capital,International Fixed Duration Fund,2024,371,326,45,30,15,23,8,Private Equity,
Otium Capital,Community Savings Bond Fund,2022,31,11,20,5,2,62,9,Private Debt,
Otium Capital,European High Yield Bond Fund,2018,467,66,401,1,0,89,6,Private Debt,
Otium Capital,Fixed Maturity 2027 Bond Fund,2018,481,358,124,6,2,50,8,Private Equity,
Otium Capital,Fixed Maturity 2025 Bond Fund,2023,112,6,106,1,0,35,8,Private Debt,
Otium Capital,Target Maturity 2029 Bond Fund,2019,372,30,342,14,5,91,9,Private Equity,
Otium Capital,Impact Credit Strategies Fund,2021,300,123,177,18,6,42,6,Private Debt,
Otium Capital,Global Cross Asset Fund,2022,183,77,107,19,8,81,6,Private Debt,
Otium Capital,Equity Diversified Selection Fund,2020,198,168,30,19,1,39,6,Private Equity,
Pinou Capital,Global Short Term Credit Fund,2022,104,79,24,22,4,15,9,Private Equity,
Pinou Capital,International Fixed Duration Fund,2023,166,14,151,7,1,72,8,Private Equity,
Pinou Capital,Community Savings Bond Fund,2019,357,39,319,13,1,85,8,Private Debt,
Pinou Capital,European High Yield Bond Fund,2023,64,39,24,15,2,10,8,Private Equity,
Pinou Capital,Fixed Maturity 2027 Bond Fund,2021,91,51,40,23,4,15,9,Private Equity,
Pinou Capital,Fixed Maturity 2025 Bond Fund,2017,425,26,399,9,4,40,6,Private Debt,
Pinou Capital,Target Maturity 2029 Bond Fund,2020,37,19,18,6,1,2,9,Private Equity,
Pinou Capital,Impact Credit Strategies Fund,2017,66,46,20,13,4,86,8,Private Debt,
Pinou Capital,Global Cross Asset Fund,2020,229,54,175,20,10,20,6,Private Equity,
Pinou Capital,Equity Diversified Selection Fund,2019,317,42,275,2,0,17,6,Private Equity,
SGPA,Global Short Term Credit Fund,2018,396,147,249,18,3,30,6,Private Debt,
SGPA,International Fixed Duration Fund,2020,379,138,241,27,5,59,8,Private Debt,
SGPA,Community Savings Bond Fund,2024,288,229,58,91,9,68,9,Private Equity,
SGPA,European High Yield Bond Fund,2021,314,238,76,56,0,92,9,Private Equity,
SGPA,Fixed Maturity 2027 Bond Fund,2021,442,279,162,6,1,33,8,Private Debt,
SGPA,Fixed Maturity 2025 Bond Fund,2024,444,57,386,26,13,2,8,Private Equity,
SGPA,Target Maturity 2029 Bond Fund,2021,219,151,68,50,18,37,6,Private Debt,
SGPA,Impact Credit Strategies Fund,2023,49,28,21,2,1,29,9,Private Equity,
SGPA,Global Cross Asset Fund,2019,370,317,54,123,21,9,9,Private Equity,
SGPA,Equity Diversified Selection Fund,2017,446,25,421,7,3,66,9,Private Debt,
Sycomore Family Office,Global Short Term Credit Fund,2020,420,162,259,16,1,14,9,Private Debt,
Sycomore Family Office,International Fixed Duration Fund,2020,17,11,7,4,1,34,6,Private Equity,
Sycomore Family Office,Community Savings Bond Fund,2020,29,17,12,7,2,9,6,Private Debt,
Sycomore Family Office,European High Yield Bond Fund,2020,185,118,67,2,0,67,9,Private Equity,
Sycomore Family Office,Fixed Maturity 2027 Bond Fund,2019,296,203,93,80,24,11,9,Private Debt,
Sycomore Family Office,Fixed Maturity 2025 Bond Fund,2021,275,57,218,15,6,74,6,Private Equity,
Sycomore Family Office,Target Maturity 2029 Bond Fund,2022,122,46,76,4,2,92,9,Private Equity,
Sycomore Family Office,Impact Credit Strategies Fund,2018,75,7,68,3,0,55,9,Private Debt,
Sycomore Family Office,Global Cross Asset Fund,2019,491,300,192,105,28,52,6,Private Debt,
Sycomore Family Office,Equity Diversified Selection Fund,2023,494,429,65,114,13,13,6,Private Equity,
ZTP,Global Short Term Credit Fund,2020,202,102,100,14,3,13,6,Private Equity,
ZTP,International Fixed Duration Fund,2021,83,69,15,23,7,71,9,Private Equity,
ZTP,Community Savings Bond Fund,2020,432,354,78,106,17,3,8,Private Debt,
ZTP,European High Yield Bond Fund,2024,476,147,329,30,8,32,8,Private Debt,
ZTP,Fixed Maturity 2027 Bond Fund,2023,429,175,254,16,3,44,8,Private Equity,
VAULT,Sustainable Retail Fund,2017,406,50,356,17,3,23,6,Private Debt,
VIGIFINANCE,Sustainable Retail Fund,2019,169,152,17,14,2,7,9,Private Debt,
ALTRIDE FAMILY OFFICE,Sustainable Retail Fund,2023,182,6,176,1,0,36,9,Private Debt,
ANTIUM FRANCE,Sustainable Retail Fund,2024,269,127,143,18,7,78,6,Private Equity,
COHAESIA FAMILY OFFICE,Sustainable Retail Fund,2019,129,106,23,52,6,37,8,Private Debt,
EUKRATOS,Sustainable Retail Fund,2023,379,216,163,24,12,55,6,Private Debt,
FAIR-E,Sustainable Retail Fund,2021,164,56,108,12,5,27,8,Private Equity,
FAMILIANCE,Sustainable Retail Fund,2020,206,2,204,1,0,82,6,Private Debt,
FAMILITY,Sustainable Retail Fund,2023,310,244,66,93,5,24,8,Private Debt,
FAMILLE & VALEURS,Sustainable Retail Fund,2021,121,79,42,28,1,42,6,Private Debt,
FINANCIÈRE DIOCLÈS,Sustainable Retail Fund,2020,172,127,46,41,8,46,6,Private Equity,
LA FONTAINE FAMILY OFFICE,Sustainable Retail Fund,2023,450,171,280,0,0,49,9,Private Equity,
LEVY CAPITAL,Sustainable Retail Fund,2018,439,158,281,11,0,62,9,Private Debt,
AXA,Sustainable Retail Fund,2017,43,31,12,12,2,90,6,Private Equity,
GROUPAMA,Sustainable Retail Fund,2024,272,103,168,48,22,47,8,Private Equity,
AG2R,Sustainable Retail Fund,2021,325,55,270,16,4,86,9,Private Debt,
La Banque Postale,Sustainable Retail Fund,2018,29,10,19,4,1,71,8,Private Debt,
Swiss Life,Sustainable Retail Fund,2022,464,199,264,32,4,73,9,Private Debt,
MACIF,Sustainable Retail Fund,2020,487,218,269,71,10,69,6,Private Equity,
Cheval Blanc Patrimoine,Sustainable Retail Fund,2020,97,69,28,19,8,55,8,Private Debt,
UNOFI,Sustainable Retail Fund,2024,480,305,175,23,10,24,8,Private Debt,
CHEVAL BLANC PATRIMOINE,Sustainable Retail Fund,2023,60,10,50,5,2,45,9,Private Equity,
HSBC Private Wealth Solutions,Sustainable Retail Fund,2017,274,114,160,38,7,77,6,Private Debt,
Acer Finance,Sustainable Retail Fund,2019,443,32,411,10,1,2,9,Private Equity,
Agami Family Office,Sustainable Retail Fund,2023,208,140,68,33,5,68,6,Private Equity,
Aglaé Ventures,Sustainable Retail Fund,2018,35,23,12,7,3,6,9,Private Equity,
Aramis Finance,Sustainable Retail Fund,2023,387,136,251,0,0,29,8,Private Debt,
Artémis,Sustainable Retail Fund,2020,402,347,55,26,6,6,6,Private Equity,
BM Family Office,Sustainable Retail Fund,2017,78,2,76,1,0,33,6,Private Equity,
Creadev,Sustainable Retail Fund,2017,35,17,18,6,1,47,8,Private Debt,
Evolem,Sustainable Retail Fund,2021,275,77,199,4,2,31,9,Private Equity,
Jaïna Capital,Sustainable Retail Fund,2021,466,225,241,53,25,61,9,Private Equity,
Kima Ventures,Sustainable Retail Fund,2017,238,118,120,6,1,73,9,Private Debt,
La Financière Saint James,Sustainable Retail Fund,2021,318,7,311,1,0,76,8,Private Equity,
MJ & Cie,Sustainable Retail Fund,2018,50,44,6,13,6,41,9,Private Debt,
Otium Capital,Sustainable Retail Fund,2024,67,5,62,2,0,43,6,Private Equity,
Pinou Capital,Sustainable Retail Fund,2018,23,18,5,7,1,30,9,Private Debt,
SGPA,Sustainable Retail Fund,2022,178,137,41,37,2,28,9,Private Debt,
Sycomore Family Office,Sustainable Retail Fund,2019,242,41,202,10,5,19,8,Private Equity,
ZTP,Sustainable Retail Fund,2019,390,276,114,44,5,99,8,Private Equity,
ZTP,Fixed Maturity 2025 Bond Fund,2021,435,144,291,26,12,28,9,Private Debt,
ZTP,Target Maturity 2029 Bond Fund,2024,411,37,374,13,1,7,6,Private Equity,
ZTP,Impact Credit Strategies Fund,2023,186,117,69,21,1,65,6,Private Equity,
ZTP,Global Cross Asset Fund,2017,282,220,62,66,23,70,8,Private Equity,
ZTP,Equity Diversified Selection Fund,2023,253,127,126,12,1,15,8,Private Equity,
